SERIAL;JOURV2;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D7_0;D7_1;D7_2;D8_0;D8_1;D8_2;D9;D10;D11_0;D11_1;D11_2;D11_3;D11_4;D11_5;D11_6;D12;D13;D14_0;D14_1;D14_2;D14_3;D14_4;D14_5;D14_6;D14_7;D14_8;D14_9;D14_10
2445;3;1;2;10;15;11;1;7;7;6;1;8;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;2;0;;;;;;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;15;11;5;1;0;0;4;3;2;1;;;;2;2;2;1;2;2;3;1;3;3;2;1;1;1;1;1;1;1;1;1;1;1
2446;3;1;2;10;59;5;4;7;7;7;1;4;6;2;;3;;1;2;;1;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;2;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;4;3;4;4;;;;;1;59;5;4;2;0;2;2;5;2;1;;;;2;1;5;2;2;3;1;1;3;2;3;2;3;2;1;2;2;2;3;2;3;3
2447;3;1;1;10;37;2;4;7;7;3;1;10;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;4;1;1;1;1;3;0;;;;;;1;3;;2;2;2;2;2;2;2;2;4;4;3;4;;;;;1;37;2;4;2;0;2;3;2;2;2;;;;3;2;2;2;4;2;2;2;4;3;2;1;1;2;2;2;1;1;1;1;3;1
2448;3;1;1;10;85;7;2;7;7;5;4;2;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;2;1;2;1;1;2;4;105;1;2;;;;10;2;;2;2;2;2;2;2;2;2;3;3;3;4;;;;;1;85;7;5;1;0;1;3;5;1;2;;;;3;2;3;2;1;5;2;1;4;2;1;1;1;1;4;3;1;4;1;3;1;1
2449;3;1;1;8;91;1;5;1;4;3;1;8;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;4;3;1;1;1;1;3;0;;;;;;0;2;;1;2;2;2;2;1;2;2;4;4;4;4;3;;;;1;91;1;5;2;0;0;4;5;2;2;;;;3;2;2;2;2;3;5;1;3;2;1;2;2;3;2;2;1;2;2;1;2;2
2450;3;1;1;10;29;8;1;7;7;3;1;3;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;5;4;3;1;5;5;1;5;0;;;;;;2;2;;2;1;1;2;2;2;2;2;4;4;4;4;;;;;1;29;8;6;2;0;0;5;3;2;1;;;;4;2;2;1;1;2;2;1;4;2;2;2;1;3;1;2;1;2;1;1;2;2
2451;3;2;1;10;37;2;1;7;7;3;1;3;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;1;4;5;1;1;1;1;3;90;1;;;;;0;2;;2;2;2;2;2;1;2;2;4;4;4;4;;;;;1;37;2;7;2;0;1;5;5;1;1;;;;2;2;1;1;1;2;3;1;4;5;2;1;1;3;1;2;1;1;2;1;1;1
2452;3;3;1;10;21;3;2;7;7;5;1;8;10;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;4;4;1;1;1;2;4;45;1;;;;;5;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;21;3;5;2;0;1;4;4;3;2;;;;3;2;2;1;1;2;1;1;2;3;1;1;1;3;2;1;1;1;2;1;3;1
2453;3;2;2;10;78;1;1;7;7;3;1;6;7;2;;3;;2;2;;2;2;2;2;2;3;2;2;2;2;2;8;1;3;1;1;1;1;1;2;6;60;2;;;;;1;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;78;1;5;2;0;2;3;5;2;1;;;;3;2;3;1;1;2;2;1;2;2;2;1;1;1;2;2;1;1;1;3;1;1
2454;3;1;1;10;30;10;2;7;7;3;3;8;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;2;2;1;1;1;2;1;0;;;;;;0;2;;2;2;2;2;2;1;2;2;4;3;4;4;;;;;1;30;10;4;2;0;2;6;2;2;2;;;;3;2;3;1;2;3;3;1;3;2;3;3;2;3;2;2;2;2;2;1;2;2
2455;3;1;1;10;35;8;1;7;7;3;2;10;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;3;4;1;1;2;2;4;0;;;;;;0;4;;1;2;2;2;2;1;2;2;4;3;4;4;;;;;1;35;8;3;2;0;0;2;2;2;1;;;;4;2;2;2;1;2;2;2;3;2;1;1;1;4;3;1;1;1;1;1;2;3
2456;3;1;2;10;78;1;5;7;7;3;1;8;10;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;10;1;4;1;1;1;1;1;1;3;90;1;;;;;30;2;2;2;2;2;2;2;2;2;2;3;2;3;2;;;;;1;78;1;8;2;0;1;3;5;2;1;;;;1;1;4;1;1;3;2;1;2;5;3;2;2;3;3;2;2;2;2;3;2;2
2457;3;1;2;10;2;5;1;7;7;5;1;3;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;6;2;2;1;1;3;1;4;0;;;;;;0;4;2;1;3;2;2;2;2;2;2;4;4;4;4;;;;;1;2;5;8;3;1;1;6;3;1;2;;;;2;2;2;1;1;3;3;1;4;2;3;3;1;3;1;1;1;1;1;1;1;1
2458;3;2;2;9;14;4;4;7;7;3;1;8;5;2;;3;;2;2;;3;2;3;2;2;2;2;2;2;3;2;9;1;3;1;1;1;5;1;1;6;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;4;2;4;4;;;;;1;14;4;15;2;0;0;3;5;4;1;;;;3;1;1;1;1;5;4;1;1;2;2;1;1;2;1;1;1;1;1;1;1;1
2459;3;1;1;10;17;9;3;7;7;7;1;10;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;4;1;1;1;1;1;1;40;3;;;;;0;4;;2;1;2;2;2;2;2;2;4;4;4;4;;;;;1;17;9;3;2;0;2;6;3;3;1;;;;2;2;2;1;1;4;1;1;1;3;1;1;1;1;1;1;2;2;1;1;1;1
2460;3;1;1;10;69;11;4;7;7;3;2;8;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;4;1;2;1;1;1;1;4;30;1;;;;;0;2;;3;3;3;3;3;3;3;3;4;4;1;4;;;;;1;69;11;3;2;0;2;5;3;3;1;;;;4;2;2;1;1;2;2;1;1;2;3;2;2;4;2;2;2;2;2;2;4;1
2461;3;1;2;10;93;1;5;7;7;5;1;5;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;1;2;1;1;1;1;6;0;;;;;;2;3;2;2;2;2;2;2;1;2;2;4;4;3;3;;;;;1;93;1;5;1;0;1;6;2;1;3;;;;3;1;2;1;1;2;2;1;4;1;4;1;1;1;2;1;1;1;3;1;3;2
2462;3;1;2;10;34;10;3;6;8;3;1;6;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;1;1;1;1;1;1;6;75;1;;;;;0;1;2;2;2;2;2;2;2;1;2;3;3;3;3;;;;;1;34;10;5;2;0;2;6;3;1;1;;;;4;2;3;1;1;2;2;1;3;2;2;1;1;3;1;1;1;1;1;1;2;2
2463;3;2;2;10;41;2;2;7;7;3;4;1;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;5;4;3;2;1;1;2;6;30;1;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;41;2;5;2;0;0;4;4;4;2;;;;4;2;2;2;2;2;2;2;4;4;1;2;3;4;2;2;2;2;2;2;2;4
2464;3;1;1;10;92;1;5;7;7;3;1;9;10;1;3;3;;1;2;;2;2;2;2;2;1;2;2;2;2;2;9;2;2;1;2;1;1;1;2;3;15;1;;;;;1;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;92;1;3;2;0;2;4;;;;4;4;2;2;2;3;1;1;2;2;1;4;;1;2;2;4;1;3;1;1;2;1;2;2
2465;3;3;2;10;49;7;2;7;7;1;1;6;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;5;1;2;1;1;1;1;5;0;;;;;;0;2;2;2;3;2;2;2;2;2;2;3;4;4;4;;;;;1;49;7;4;1;0;0;4;3;5;1;;;;3;2;2;1;1;2;1;1;4;3;1;2;2;1;2;3;2;1;1;1;1;2
2466;3;1;2;10;58;3;1;7;7;6;1;2;4;2;;2;;2;2;;2;2;2;2;2;2;2;2;1;2;2;8;2;1;2;1;1;1;2;2;4;105;1;2;;;;3;2;2;2;2;2;3;2;1;2;2;4;3;3;2;;;;;1;58;3;3;1;0;1;4;3;2;1;;;;2;2;1;1;1;2;2;2;4;3;2;1;1;3;1;1;1;2;2;1;3;1
2467;3;1;1;10;78;1;5;7;7;3;1;6;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;1;8;1;4;5;1;1;1;1;1;3;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;78;1;6;3;0;0;6;3;2;2;;;;3;2;1;1;1;2;1;1;3;5;2;1;1;2;1;1;1;1;1;2;1;1
2468;3;2;2;10;72;7;4;7;7;3;6;1;5;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;6;2;1;1;1;1;1;2;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;3;3;3;2;;;;;1;72;7;7;2;0;1;6;3;2;1;;;;3;2;1;1;1;2;1;1;4;2;3;1;1;2;1;2;1;1;1;1;1;1
2469;3;1;1;10;32;10;3;7;7;1;1;8;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;3;1;1;1;1;4;30;1;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;1;4;;;;;1;32;10;5;1;0;1;3;3;2;1;;;;2;2;3;1;1;2;2;1;4;3;1;1;2;3;1;1;1;1;1;1;4;2
2470;3;2;1;10;25;3;4;7;7;3;9;1;10;2;;3;;2;2;;2;2;2;1;2;2;1;1;2;2;2;9;1;2;2;2;1;1;1;2;2;0;;;;;;0;3;;2;1;1;2;2;2;2;2;3;2;4;2;;;;;1;25;3;6;2;0;2;5;3;1;1;;;;2;1;3;2;2;3;2;2;4;1;3;1;1;2;2;2;2;2;2;1;2;1
2471;3;1;1;10;51;6;3;7;7;3;2;4;8;2;;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;8;2;4;2;5;2;1;1;1;4;0;;;;;;1;2;;2;1;2;2;2;1;2;2;2;3;4;3;;;;;1;51;6;5;2;0;0;5;5;2;2;;;;2;2;3;1;2;2;2;1;3;2;5;2;2;2;2;1;2;3;2;2;2;1
2472;3;1;2;10;75;1;5;2;4;5;8;1;6;1;2;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;4;1;1;1;1;1;1;6;150;1;2;;;;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;;;;1;75;1;2;1;0;0;6;;;;2;4;1;1;2;2;2;5;3;3;1;3;;3;1;1;4;1;3;1;1;1;1;4;1
2473;3;1;1;10;75;1;5;7;7;3;1;6;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;6;0;;;;;;0;4;;2;2;2;2;2;1;2;2;4;4;4;2;;;;;1;75;1;2;2;0;2;5;2;1;1;;;;3;2;1;1;1;3;2;1;4;2;1;1;1;3;1;1;1;1;2;1;2;1
2474;3;1;1;10;75;1;5;7;7;3;1;8;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;4;6;1;1;1;1;1;2;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;75;1;4;2;0;2;6;3;2;1;;;;4;1;3;1;1;2;2;1;3;2;2;1;1;2;1;1;1;1;1;1;2;1
2475;3;1;1;10;92;1;5;7;7;3;9;8;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;6;2;2;2;1;1;2;2;30;2;;;;;0;2;;2;2;1;2;2;3;2;2;3;2;3;3;;;;;1;92;1;4;2;0;1;6;5;5;5;;;;2;5;2;2;5;5;5;5;3;5;2;3;2;3;3;3;3;3;2;3;3;2
2476;3;3;2;10;38;11;4;1;5;1;9;2;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;4;4;4;2;1;1;2;4;60;2;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;1;38;11;4;2;0;0;3;4;3;1;;;;3;2;2;1;1;2;2;1;2;3;2;3;2;2;3;2;2;2;2;3;2;2
2477;3;2;1;10;91;1;5;7;7;5;7;8;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;2;1;1;1;1;2;6;60;2;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;2;92;1;4;1;0;0;6;4;3;1;;;;3;1;2;1;1;2;2;1;4;3;2;2;1;2;2;1;1;1;2;1;1;1
2478;3;1;2;10;91;1;3;7;7;3;1;8;9;2;;3;;1;2;;1;2;2;2;2;2;2;2;2;2;2;8;1;3;1;2;1;1;1;1;3;80;1;5;;;;0;4;2;2;2;2;2;2;2;2;1;3;3;3;3;;;;;1;91;1;8;2;0;1;6;5;1;1;;;;2;2;1;1;1;2;1;1;4;1;4;3;1;2;3;3;1;2;2;1;2;1
2479;3;1;2;10;38;11;4;7;7;5;8;1;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;4;0;;;;;;1;3;2;2;2;1;2;2;2;2;2;3;3;3;4;;;;;1;38;11;4;1;0;0;3;4;1;1;;;;1;4;3;1;1;3;1;1;4;1;3;1;1;2;2;2;1;1;2;2;3;1
2480;3;2;2;10;92;1;5;7;7;3;5;4;1;1;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;4;1;1;1;1;1;2;6;30;1;;;;;0;3;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;1;92;1;4;2;0;2;5;;;;4;4;1;3;2;2;1;1;3;2;1;4;;2;2;1;4;2;1;1;1;1;1;3;1
2481;3;1;2;10;50;4;3;7;7;5;8;4;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;1;10;2;6;3;1;1;5;5;1;2;60;1;2;;;;2;3;2;2;2;2;2;2;2;2;2;3;4;4;3;;;;;1;50;4;2;1;0;0;5;3;2;1;;;;3;2;2;2;2;2;2;2;2;2;3;2;2;3;2;2;2;3;2;1;3;2
2482;3;1;2;10;18;2;1;7;7;5;8;2;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;1;6;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;18;2;3;1;0;1;2;5;5;5;;;;3;3;1;1;1;1;1;1;1;5;1;4;1;4;2;1;1;1;4;1;2;3
2483;3;1;1;10;95;1;5;7;7;3;9;4;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;3;45;1;;;;;0;4;;2;2;2;2;2;1;2;2;4;4;4;4;;;;;1;95;1;5;2;0;2;6;3;1;1;;;;2;2;2;1;1;2;1;1;4;2;1;1;1;4;1;1;1;1;1;1;1;1
2484;3;1;2;10;44;7;4;7;7;6;1;9;6;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;1;2;10;1;2;2;1;6;1;6;1;6;0;;;;;;0;2;2;2;2;1;2;2;2;2;2;4;4;4;4;;;;;1;44;7;5;1;0;0;5;1;1;1;;;;3;2;2;1;1;2;2;1;4;1;2;1;1;1;1;1;1;1;4;1;3;1
2485;3;3;1;9;76;4;4;7;7;1;8;4;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;2;3;1;1;1;2;6;248;1;3;;;;1;4;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;76;4;2;1;0;0;3;4;5;1;;;;4;2;2;2;1;2;1;1;1;3;2;2;2;2;2;2;2;1;2;2;2;3
2486;3;2;2;4;95;1;5;1;3;3;8;1;2;1;2;2;;1;1;38.9;1;2;1;1;1;2;1;2;1;1;2;9;1;1;1;1;1;1;1;2;1;156;1;;;;;5;2;2;2;2;2;2;2;1;2;2;1;1;2;1;3;;;;1;95;1;5;4;2;2;6;;;;1;1;1;2;1;1;2;1;1;1;1;2;;1;1;1;1;1;1;1;1;1;3;2;1
2487;3;1;1;10;76;4;4;7;7;3;1;2;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;2;2;1;2;2;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;76;4;3;2;0;1;3;5;5;1;;;;2;2;1;1;1;2;2;2;1;3;2;1;1;2;2;1;1;1;1;1;4;1
2488;3;3;1;10;69;11;1;7;7;3;1;8;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;5;60;2;;;;;1;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;69;11;6;2;0;1;6;4;4;1;;;;5;1;1;1;1;3;2;1;4;4;1;2;1;1;1;1;1;1;1;1;1;1
2489;3;1;1;10;81;10;1;7;7;3;6;1;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;3;3;1;1;1;1;4;35;2;;;;;0;2;;2;2;2;2;2;1;2;2;4;4;4;4;;;;;1;81;10;5;2;0;2;6;3;2;1;;;;3;2;2;1;1;3;1;1;3;2;3;3;3;3;2;3;3;3;3;1;2;3
2490;3;1;1;10;61;4;1;7;7;3;1;5;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;6;3;6;2;1;6;1;6;90;1;;;;;2;4;;1;1;2;2;2;1;3;2;4;4;4;4;;;;;1;61;4;4;2;0;0;1;2;2;2;;;;3;2;2;2;1;2;2;2;2;2;2;2;2;3;2;2;1;1;2;2;2;2
2491;3;3;1;10;69;11;4;7;7;2;8;4;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;6;2;1;1;1;1;1;6;60;2;5;;;;0;2;;2;2;2;2;2;2;2;2;3;3;4;4;;;;;1;69;11;4;2;0;2;6;3;3;2;;;;4;2;2;1;1;2;1;1;3;3;2;2;2;4;1;1;1;2;1;1;2;1
2492;3;1;2;10;14;4;2;7;7;3;1;7;6;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;0;1;2;1;1;1;1;1;2;3;60;1;;;;;0;3;2;2;2;2;2;2;1;2;2;3;3;3;4;;;;;1;14;4;6;2;0;0;3;2;3;1;;;;2;1;2;1;1;2;1;1;4;3;2;1;1;3;1;1;1;2;1;1;2;1
2493;3;1;2;10;77;1;1;7;7;3;1;8;10;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;2;1;1;2;1;2;3;75;1;2;;;;0;2;2;2;2;2;2;2;3;2;2;1;1;1;1;;;;;1;77;1;7;2;0;0;5;2;2;2;;;;1;2;2;1;1;3;3;1;2;3;2;1;1;2;2;2;1;2;1;1;2;1
2494;3;1;1;10;14;4;2;7;7;4;2;1;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;6;1;1;1;1;1;1;3;0;;;;;;0;4;;1;2;2;2;2;1;2;1;4;4;4;4;;;;;1;14;4;1;1;0;0;3;3;1;1;;;;2;2;2;5;1;2;2;1;4;1;3;1;1;4;1;1;1;1;1;1;1;1
2495;3;3;1;10;41;2;1;7;7;3;1;4;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;2;4;1;1;1;1;2;90;1;;;;;0;2;;1;2;1;2;2;1;2;3;4;3;4;4;;;;;1;41;2;6;2;0;2;5;5;1;1;;;;1;1;5;1;1;2;1;1;2;1;2;1;1;2;1;1;1;1;1;1;2;1
2496;3;3;1;10;77;1;1;7;7;3;6;5;2;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;7;3;3;2;5;7;1;1;1;5;20;1;;;;;1;2;;2;1;2;2;2;1;2;2;4;4;4;4;;;;;1;77;1;8;2;0;2;2;3;2;2;;;;3;2;2;2;2;2;2;1;4;2;1;3;3;2;2;1;1;2;1;1;2;1
2497;3;2;2;10;69;11;4;3;2;3;1;6;5;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;6;0;;;;;;2;1;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;69;11;8;4;1;1;6;3;2;1;;;;3;1;2;1;1;2;2;1;3;3;2;1;1;2;2;1;1;1;1;1;1;2
2498;3;2;1;10;25;3;1;7;7;5;1;6;9;3;;3;;2;2;;1;2;1;1;2;1;2;2;2;2;2;9;2;5;4;5;1;1;1;2;6;0;;;;;;0;4;;2;1;2;2;2;2;2;2;2;3;4;2;;;;;1;25;3;5;1;0;0;5;;;;;;;2;1;1;5;5;1;2;1;3;;1;3;2;4;3;2;2;3;3;1;2;2
2499;3;1;2;10;26;11;2;7;7;3;1;3;6;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;1;2;10;1;3;1;1;2;1;1;1;3;0;;;;;;1;5;2;2;2;2;2;2;1;1;2;3;3;3;2;;;;;1;26;11;7;2;0;1;2;5;1;1;;;;2;2;3;1;1;3;5;1;4;1;4;1;1;1;3;3;1;1;1;1;3;1
2500;3;1;1;10;77;1;5;7;7;5;8;9;3;2;;2;;2;2;;2;2;2;1;2;2;2;2;2;1;2;8;1;1;6;3;1;1;1;2;2;90;1;2;;;;0;3;;3;1;2;2;2;2;2;2;3;2;3;3;;;;;1;77;1;2;1;0;1;6;4;2;1;;;;3;1;2;1;1;3;2;1;4;2;2;1;1;1;1;2;1;1;1;1;1;1
2501;3;1;1;10;55;6;1;7;7;3;1;6;10;2;;3;;2;2;;2;2;2;2;2;2;2;1;2;2;2;9;1;3;3;1;1;5;1;2;6;150;1;2;;;;0;3;;2;2;2;2;2;3;3;2;4;3;3;4;;;;;1;55;6;5;2;0;1;6;5;1;2;;;;2;5;3;2;2;2;2;2;1;2;1;2;1;3;1;1;1;2;1;1;2;3
2502;3;2;2;10;29;8;1;7;7;3;5;4;8;2;;3;;2;3;;2;2;2;2;2;2;2;2;2;2;2;6;1;4;1;1;2;1;1;1;4;0;;;;;;2;3;2;2;2;2;2;2;1;2;2;4;4;4;3;;;;;1;29;8;5;2;0;0;4;3;3;1;;;;3;5;3;2;1;2;1;1;4;3;1;1;1;2;2;1;1;1;2;3;3;2
2503;3;3;1;10;31;10;1;7;7;2;6;1;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;2;6;40;1;;;;;3;4;;2;1;2;1;2;1;2;2;4;4;4;4;;;;;1;31;10;4;2;0;2;2;4;2;1;;;;3;2;2;1;1;2;1;1;4;2;2;1;1;1;1;1;1;1;1;1;2;1
2504;3;1;2;10;14;4;1;7;7;3;9;2;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;4;1;1;3;1;2;1;6;120;1;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;;;;;1;14;4;5;2;0;2;3;2;1;2;;;;2;2;3;1;1;2;1;1;2;5;2;2;2;3;3;3;1;2;2;1;2;1
2505;3;3;1;10;34;10;1;7;7;3;1;9;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;6;1;1;1;1;1;2;4;60;2;;;;;0;4;;2;2;1;2;2;1;2;2;4;4;4;4;;;;;1;34;10;5;2;0;0;3;3;2;1;;;;2;2;3;1;1;3;1;1;4;2;2;1;2;3;1;2;1;1;3;1;2;1
2506;3;1;1;10;75;1;5;3;3;6;1;4;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;4;1;1;1;1;1;1;3;90;1;2;;;;0;3;;2;2;2;2;2;2;3;3;4;4;4;4;2;3;;;1;75;1;1;1;0;1;6;3;3;1;;;;3;2;2;5;2;2;2;1;4;3;2;2;1;1;2;2;1;1;2;1;2;2
2507;3;1;2;10;71;3;1;7;7;3;8;1;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;4;1;1;1;1;1;1;2;120;2;;;;;0;1;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;71;3;5;2;0;2;5;3;3;1;;;;4;2;2;1;2;2;1;2;4;3;2;2;1;1;2;2;1;1;1;1;3;1
2508;3;1;1;10;71;3;3;7;7;1;2;4;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;4;4;4;1;1;6;2;6;0;;;;;;2;2;;3;2;2;2;2;1;2;2;4;4;4;4;;;;;1;71;3;3;1;0;1;3;4;5;1;;;;3;5;3;1;5;2;1;1;3;5;1;2;2;3;2;2;2;1;2;2;3;1
2509;3;2;2;1;34;10;3;2;5;3;6;4;10;2;;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;2;4;2;2;;;;1;34;10;3;4;2;0;4;3;2;5;;;;2;1;2;1;1;3;2;3;2;3;2;2;1;2;1;2;2;1;1;1;1;1
2510;3;1;2;10;59;5;1;7;7;3;1;8;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;10;1;6;1;1;1;1;1;1;6;0;;;;;;1;3;2;1;2;1;2;2;2;2;2;4;4;4;4;;;;;1;59;5;8;2;0;0;6;4;2;1;;;;2;1;1;1;1;3;2;1;4;1;2;1;1;4;1;1;1;1;1;1;4;1
2511;3;1;1;10;45;2;2;7;7;3;1;6;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;2;3;1;1;1;1;2;180;1;3;;;;3;4;;1;2;2;2;2;2;2;2;4;4;4;3;;;;;1;45;2;5;2;0;0;5;3;2;1;;;;3;2;2;1;1;1;2;1;4;5;1;1;1;1;1;1;1;1;1;1;1;1
2512;3;1;1;10;34;10;2;7;7;3;1;9;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;1;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;34;10;8;2;0;1;4;5;2;1;;;;3;2;2;1;1;2;1;1;4;5;2;1;1;1;1;1;1;1;1;1;2;1
2513;3;1;1;10;44;7;4;7;7;3;8;1;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;2;6;105;1;2;;;;5;4;;2;2;2;2;2;2;2;2;4;3;4;1;;;;;1;44;7;5;2;0;0;3;4;2;1;;;;3;2;2;1;1;2;1;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1
2514;3;2;2;10;75;1;5;7;7;3;1;6;8;2;;3;;2;2;;1;2;1;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;2;2;0;;;;;;0;2;2;2;2;2;2;2;1;2;2;2;2;2;2;;;;;1;75;1;3;2;0;2;6;2;1;1;;;;2;2;2;1;2;2;2;1;3;1;4;2;1;2;2;2;1;1;1;3;2;1
