SERIAL;JOURV4;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C3BIS;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C5_4;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D30_0;D30_1;D30_2;D30_3;D30_4;D31_0;D31_1;D31_2;D32_0;D32_1;D32_2;D33_0;D33_1;D33_2;D33_3;D33_4;D33_5;D33B_0;D33B_1;D33B_2;D33B_3;D34_0;D34_1;D35;D36;D37_0;D37_1;D37_2;D38_0;D38_1;D38_2;D38_3;D39;D40_0;D40_1;D40_2;D41_0;D41_1
2782;3;1;1;8;78;1;5;1;4;5;3;4;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;5;1;1;1;1;1;1;6;15;2;;;;;0;2;;3;2;2;2;2;2;2;2;2;4;4;4;4;4;3;;;;1;78;1;5;3;0;0;6;5;1;2;1;1;;;;3;3;3;4;5;5;5;5;5;;;;;2;2;3;5;2;1;2;2;1;1;1;4;3;2;3;2;3
2783;3;1;1;10;81;10;3;7;7;3;1;8;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;1;1;0;;;;;;0;2;;4;2;2;2;2;2;2;2;2;3;4;4;4;4;;;;;1;81;10;4;2;0;2;3;1;1;1;1;1;;;;;;;;;;;;;5;;;4;3;3;5;5;2;1;3;1;1;1;1;4;2;2;4;4;4
2784;3;2;2;4;69;11;4;2;5;3;1;5;4;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;1;1;1;6;2;600;1;4;;;;10;2;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;69;11;3;2;0;0;5;5;3;3;4;1;1;2;1;;;;5;5;5;5;5;5;;;;;2;2;5;5;2;2;1;1;1;1;2;3;2;2;3;3;3
2785;3;1;2;1;84;12;4;8;8;1;1;5;6;1;2;;3;;2;2;;2;2;3;2;2;2;2;2;2;2;2;9;1;6;1;1;2;1;1;2;6;90;1;;;;;5;2;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;84;12;5;3;2;1;2;1;4;2;2;1;;;;;;;;;;;;;5;;5;5;3;3;5;4;3;2;3;1;1;1;1;4;1;1;4;2;3
2786;3;2;2;2;13;12;4;1;6;3;3;4;11;2;;2;3;;1;2;;2;2;1;2;1;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;1;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;1;1;1;2;1;6;;;;1;13;12;2;2;0;0;4;5;1;1;2;1;;;;1;1;1;5;6;5;1;1;5;;;;;3;3;5;4;3;2;2;1;1;1;4;4;1;1;3;4;4
2787;3;1;2;4;26;11;3;3;2;4;1;7;5;1;2;;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;2;5;390;1;4;;;;0;1;2;4;2;2;2;2;2;2;2;2;1;1;2;1;1;1;;;;1;26;11;3;2;1;0;4;1;5;4;1;1;3;2;1;;;;4;4;2;5;5;4;;;;;3;3;5;5;2;1;3;2;1;1;1;4;2;2;4;4;4
2788;3;1;2;7;76;4;4;2;4;3;2;1;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;1;1;2;4;0;;;;;;0;1;2;1;2;2;2;2;2;2;2;2;4;4;4;4;3;5;;;;1;76;4;5;3;1;0;5;1;1;2;2;1;;;;3;3;3;4;4;1;5;5;5;;;;;3;4;5;4;2;1;1;1;1;1;1;4;2;2;4;3;3
2789;3;3;2;6;67;6;2;2;4;4;6;3;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;1;5;2;5;1;1;2;2;5;5;5;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;3;;;;1;67;6;3;2;0;0;4;1;1;2;1;1;;;;2;2;2;4;5;5;6;6;6;;;;;2;2;5;3;4;1;4;1;1;1;1;4;2;2;2;2;3
2790;3;1;2;4;13;12;3;2;5;5;8;4;2;1;3;;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;6;1;1;6;1;1;2;6;90;1;;;;;1;3;2;2;2;2;2;2;2;2;2;2;1;2;3;1;1;3;;;;1;13;12;5;4;3;0;4;1;5;2;4;2;;;;3;3;3;3;4;5;6;5;5;;;;;3;3;6;5;4;1;4;4;2;1;1;4;1;2;3;3;3
2791;3;2;2;2;27;4;1;1;4;7;1;6;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;5;1;1;2;0;;;;;;0;2;2;4;2;2;2;2;3;2;2;2;3;2;2;3;2;3;;;;1;27;4;;3;1;0;6;1;2;3;1;2;;;;1;1;1;2;3;2;5;5;6;;;;;3;3;4;5;3;1;3;1;1;1;1;4;2;1;3;3;3
2792;3;2;2;4;94;1;5;1;4;7;2;8;9;2;;2;3;;2;2;;2;2;2;2;2;2;3;2;2;2;2;7;2;2;1;1;1;1;1;2;2;60;1;;;;;0;2;2;4;2;2;2;2;2;2;2;2;3;3;4;4;3;1;;;;1;94;1;4;5;3;0;6;1;1;1;2;1;1;1;3;;;;6;6;6;6;6;6;;;;;2;2;5;5;2;1;2;1;1;1;1;4;2;2;3;4;3
2793;3;3;2;9;30;10;1;7;7;2;1;8;5;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;1;2;10;2;1;2;2;1;1;1;1;6;0;;;;;;0;4;2;4;2;2;2;2;2;2;2;2;3;3;4;3;3;;;;;1;30;10;3;2;0;0;4;1;2;1;1;1;;;;;;;;;;;;;5;;;5;3;1;5;5;4;2;2;1;2;1;2;4;1;1;4;4;4
2794;3;1;1;10;30;10;2;7;7;3;2;6;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;3;1;3;3;2;60;1;;;;;15;3;;4;1;2;2;2;2;1;2;2;3;3;4;4;3;;;;;1;30;10;3;2;0;0;3;1;1;2;1;1;;;;;;;;;;;;;5;;;2;2;2;4;5;3;2;4;1;1;1;1;3;1;2;3;3;3
2795;3;1;2;9;83;12;4;7;7;3;2;4;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;4;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;83;12;4;2;0;0;4;1;1;2;6;1;;;;;;;;;;;;;5;;;5;2;2;5;5;1;1;3;1;1;1;1;4;1;1;3;3;3
2796;3;2;2;6;91;1;5;5;8;3;2;7;11;1;3;;2;;2;2;;2;2;1;2;2;1;2;2;1;1;2;5;2;6;1;1;3;1;1;1;6;60;1;;;;;1;4;2;4;2;2;1;2;2;2;2;2;4;3;3;4;3;;;;;1;91;1;8;5;2;0;5;1;4;1;1;1;;;;;;;;;;;;;4;;;4;4;5;5;5;4;1;4;1;1;1;1;4;1;1;3;4;4
2797;3;2;2;6;77;1;2;1;4;4;1;4;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;2;1;1;1;4;0;;;;;;1;2;2;4;2;2;2;2;2;2;2;2;1;1;2;1;1;5;;;;1;77;1;3;2;0;0;4;4;2;1;6;2;;;;1;1;1;4;4;1;1;1;4;;;;;2;3;5;5;3;2;3;1;1;1;1;4;1;1;3;3;3
2798;3;1;1;10;51;6;2;7;7;3;1;7;2;3;;;3;;2;3;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;1;1;1;1;2;2;70;1;2;;;;4;3;;4;1;2;2;2;2;1;2;2;4;4;4;4;3;;;;;1;51;6;5;2;0;2;2;1;4;1;1;2;;;;;;;;;;;;;5;;;1;3;3;5;5;1;1;4;2;2;1;2;3;2;2;3;2;2
2799;3;1;1;8;93;1;5;3;2;2;2;1;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;6;1;2;1;3;2;1;1;2;4;180;1;2;;;;20;2;;2;2;2;2;2;2;1;1;2;4;3;4;4;4;5;;;;1;93;1;4;2;0;0;3;1;1;1;5;1;;;;1;3;1;6;6;3;5;6;6;;;;;2;4;4;5;3;1;2;1;1;1;1;4;2;2;3;1;4
2800;3;1;1;8;6;12;4;7;7;6;1;5;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;6;60;1;;;;;4;3;;4;1;2;2;2;2;1;2;2;3;3;4;4;2;;;;;1;6;12;3;1;0;0;3;1;5;2;5;1;;;;;;;;;;;;;5;;;5;3;3;5;5;2;1;3;2;1;1;1;4;1;1;3;4;4
2801;3;2;1;8;57;6;4;1;5;3;1;3;11;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;9;1;2;1;1;2;1;1;1;3;60;2;;;;;0;2;;4;2;2;2;2;2;1;2;2;4;3;4;3;3;5;;;;1;57;6;5;4;2;0;3;5;4;3;1;2;;;;1;1;1;4;3;2;5;2;5;;;;;2;2;3;5;3;2;4;1;1;2;1;3;2;3;3;3;3
2802;3;1;1;5;38;11;1;2;4;3;1;2;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;1;1;1;1;5;0;;;;;;0;4;;3;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;38;11;7;5;3;0;4;1;1;2;1;2;1;1;1;;;;4;5;4;5;5;5;;;;;3;2;3;3;4;1;3;3;1;1;1;4;1;1;3;4;4
2803;3;1;1;6;71;3;3;1;4;3;1;2;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;6;2;5;2;1;1;2;6;80;1;;;;;0;4;;4;2;2;2;2;2;2;2;2;4;3;4;4;4;1;;;;1;71;3;6;3;1;0;5;2;6;1;1;2;3;3;2;;;;4;5;5;5;5;2;;;;;2;2;5;5;3;1;4;3;1;1;2;4;2;3;3;2;2
2804;3;1;1;5;65;10;1;1;4;3;1;10;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;6;120;1;4;;;;30;3;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;3;;;;1;65;10;8;4;2;0;6;1;1;2;2;1;;;;2;1;2;4;5;5;1;2;3;;;;;2;2;5;5;3;1;4;3;1;1;1;4;1;2;4;4;3
2805;3;1;2;6;44;7;2;1;5;3;10;4;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;2;1;1;1;1;1;4;60;1;2;;;;100;2;2;1;3;2;2;2;2;2;2;2;3;3;2;1;1;2;;;;1;44;7;4;3;1;0;4;1;1;3;1;1;;;;;;;4;3;6;1;1;3;;;;;1;2;5;5;2;1;2;2;1;1;1;4;1;2;4;3;3
2806;3;2;1;5;67;6;2;1;5;1;4;5;8;1;5;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;2;2;3;45;2;;;;;0;3;;4;2;2;2;2;2;2;2;2;4;3;3;4;4;5;;;;1;67;6;2;1;1;0;5;1;6;2;1;1;;;;3;3;3;6;3;5;6;6;5;;;;;2;2;5;5;4;1;2;1;1;1;1;4;2;2;4;3;3
2807;3;1;2;2;92;1;5;1;5;1;1;5;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;2;1;1;1;1;2;2;600;4;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;4;3;3;3;1;;;;1;92;1;1;1;0;0;5;5;5;2;2;2;1;1;1;;;;3;5;5;6;5;5;;;;;2;2;6;5;3;2;3;2;1;1;1;3;2;2;3;3;3
2808;3;1;2;7;34;10;4;1;5;1;1;8;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;5;5;5;1;1;0;;;;;;0;2;2;1;2;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;34;10;6;5;4;0;5;5;1;1;1;1;;;;1;1;1;5;5;5;5;5;5;;;;;2;2;5;3;1;1;1;1;1;1;1;4;1;1;2;4;4
2809;3;1;2;10;69;11;4;7;7;3;1;3;5;2;;1;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;2;1;1;1;2;1;40;1;;;;;1;2;2;4;2;1;2;2;2;2;2;2;4;4;4;4;3;;;;;1;69;11;2;2;0;1;5;2;5;3;1;1;;;;;;;;;;;;;5;;;5;3;3;5;5;1;1;1;1;1;1;1;4;2;2;3;4;4
2810;3;1;1;8;75;1;5;2;5;1;1;6;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;2;1;60;1;;;;;0;2;;1;2;2;2;2;2;2;2;2;4;4;4;4;3;2;3;;;1;75;1;4;1;0;0;5;1;1;1;1;1;;;;1;1;1;4;4;2;5;5;5;;;;;2;3;5;2;2;1;2;1;1;1;1;2;3;3;2;4;4
2811;3;1;2;1;59;5;1;8;8;1;4;2;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;6;1;2;6;1;1;1;6;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;59;5;9;4;0;0;5;1;6;2;1;1;;;;;;;;;;;;;3;;2;5;3;3;4;4;3;2;3;2;1;2;1;3;2;2;3;3;3
2812;3;1;2;6;6;12;4;4;5;1;5;3;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;1;1;2;1;1;2;2;75;2;;;;;0;3;2;4;2;2;2;2;2;2;2;2;3;3;2;4;1;5;;;;1;6;12;4;2;0;1;4;4;1;2;1;1;;;;3;3;3;;;;;;;1;1;;2;4;2;5;5;3;2;3;1;1;1;1;4;3;3;1;2;2
2813;3;1;2;1;54;6;2;1;5;2;1;4;3;2;;2;3;;2;1;38.0;1;2;1;3;2;2;2;2;2;2;2;6;2;1;3;1;1;1;1;1;1;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;2;4;4;4;3;5;;;;1;54;6;2;2;0;0;4;5;5;3;3;3;;;;1;1;1;3;3;2;2;2;5;;;;;2;3;5;5;1;1;2;1;1;1;1;3;2;2;3;3;3
2814;3;1;1;5;95;1;3;1;5;3;1;9;2;1;3;;2;;2;1;38.5;2;2;1;1;1;1;2;2;1;2;2;10;1;3;1;2;1;1;1;6;3;510;4;;;;;17;3;;4;2;2;2;2;2;2;2;2;4;4;3;4;4;1;;;;1;95;1;5;4;2;0;4;1;1;4;3;3;1;1;1;;;;4;3;1;1;1;1;;;;;2;2;5;5;1;1;2;1;1;1;1;4;1;1;2;4;4
2815;3;1;2;1;13;12;4;1;5;2;1;4;3;1;2;;1;;2;2;;2;2;2;2;1;1;2;2;1;2;2;10;1;1;1;1;1;1;1;3;1;480;4;;;;;10;2;2;1;2;2;2;2;2;2;2;2;4;4;3;4;4;1;;;;1;13;12;3;2;1;0;3;1;1;1;1;1;1;1;1;;;;4;5;5;5;5;1;;;;;3;3;5;5;2;2;2;1;1;1;1;4;1;1;3;4;4
2816;3;1;2;4;67;6;2;4;4;2;1;5;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;5;2;3;1;1;1;2;6;120;1;;;;;0;2;2;4;2;2;2;2;2;2;2;2;3;1;4;3;3;2;;;;1;67;6;5;3;1;0;5;1;1;3;1;1;;;;;;;;;;;;;5;2;;3;2;2;6;5;4;2;4;3;1;2;2;4;2;2;3;3;3
2817;3;3;2;9;26;11;3;7;7;3;1;3;4;2;;3;3;;2;2;;1;2;2;2;2;2;2;2;2;2;2;7;2;2;2;1;1;1;1;2;2;75;1;2;;;;1;1;2;4;2;2;2;2;2;2;2;2;3;4;4;3;3;;;;;1;26;11;5;2;0;0;4;6;6;2;3;1;;;;;;;;;;;;;5;;;4;3;2;4;5;3;2;3;2;1;1;1;3;2;2;3;3;3
2818;3;1;1;8;41;2;1;5;8;1;2;8;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;4;2;1;1;1;2;4;0;;;;;;0;4;;4;1;2;2;2;2;1;1;3;2;2;2;2;2;;;;;1;41;2;4;1;0;0;5;1;1;2;1;1;;;;;;;;;;;;;3;;;4;3;2;3;4;3;1;3;2;1;2;1;4;2;2;3;3;3
2819;3;1;1;8;3;11;1;1;4;2;3;10;1;2;;2;3;;2;1;0.0;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;2;4;90;1;2;;;;0;3;;3;2;2;2;2;2;2;2;2;4;4;3;4;3;5;;;;1;3;11;8;2;0;0;1;1;1;2;1;1;;;;1;1;1;5;4;2;5;3;5;;;;;2;2;1;5;3;1;1;1;1;1;1;4;2;2;3;4;4
2820;3;1;1;10;17;9;1;7;7;5;8;1;9;2;;2;3;;2;2;;2;2;2;1;1;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;3;90;5;;;;;1;2;;4;2;2;2;2;2;2;2;2;3;3;3;3;1;;;;;1;17;9;5;2;0;0;5;1;1;3;1;3;;;;;;;;;;;;;5;;;3;2;2;4;4;4;2;3;2;1;1;2;4;2;2;3;4;4
2821;3;1;2;9;12;10;2;1;4;3;1;8;3;2;;2;1;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;2;1;60;1;4;;;;4;2;2;4;2;2;2;2;2;2;2;2;4;4;4;1;1;1;;;;1;12;10;7;3;0;0;3;1;5;1;4;5;1;1;1;;;;1;6;6;6;6;1;;;;;2;2;5;5;2;2;4;1;1;1;1;4;1;1;4;4;4
2822;3;1;1;7;92;1;5;1;4;3;2;9;5;2;;2;3;;1;2;;2;2;2;2;1;2;2;2;2;2;2;8;1;3;2;1;2;1;2;2;4;60;2;;;;;0;3;;4;2;2;2;2;2;1;2;2;4;3;3;4;4;3;;;;1;92;1;2;4;0;0;3;5;4;3;1;1;;;;3;1;1;1;5;6;1;1;5;;;;;3;3;4;5;4;2;4;1;1;1;2;4;1;1;3;3;3
2823;3;1;1;7;12;10;3;1;3;3;3;1;6;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;2;1;1;1;2;2;0;;;;;;0;2;;4;2;2;2;2;2;2;2;2;4;3;4;4;3;3;;;;1;12;10;10;4;0;0;5;1;1;1;1;1;;;;3;3;3;5;5;5;5;5;5;;;;;2;2;5;5;3;1;3;1;1;1;1;4;1;2;4;4;4
2824;3;2;2;5;31;10;4;1;5;4;1;5;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;4;4;3;1;2;2;2;60;1;2;;;;20;2;2;2;2;2;2;2;2;2;2;2;3;3;4;2;3;3;;;;1;31;10;3;2;1;0;5;1;1;4;2;2;;;;3;3;3;5;5;2;5;5;5;;;;;2;2;4;5;3;2;4;2;2;2;2;4;2;2;3;2;2
2825;3;1;1;7;44;7;1;1;6;2;1;4;8;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;4;1;1;6;1;720;1;4;5;;;6;3;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;1;8;;;1;44;7;6;4;2;0;3;1;1;1;1;3;1;1;3;;;;3;3;2;6;6;1;;;;;3;2;5;5;4;1;4;1;1;1;1;4;1;1;4;4;4
2826;3;1;1;10;71;3;1;7;7;3;1;3;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;4;2;2;1;2;1;2;5;90;1;;;;;0;3;;4;2;2;2;2;2;2;2;2;4;4;4;3;3;;;;;1;71;3;7;2;0;0;3;1;1;1;1;1;;;;;;;;;;;;;3;;;5;3;3;4;5;3;2;3;2;1;1;2;3;2;2;3;3;3
2827;3;1;1;10;33;9;3;7;7;3;1;6;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;2;1;1;1;1;2;2;60;1;;;;;0;3;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;33;9;4;2;0;1;8;1;2;1;1;1;;;;;;;;;;;;;5;;;3;2;2;5;5;2;1;1;1;1;1;1;4;3;2;2;4;4
2828;3;1;1;10;13;12;4;7;7;3;1;6;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;1;135;3;;;;;1;2;;4;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;;1;13;12;4;2;0;2;4;2;5;5;1;5;;;;;;;;;;;;;5;;;5;2;1;4;4;3;1;2;1;1;1;1;4;1;2;3;4;4
2829;3;1;1;4;31;10;2;1;3;3;3;1;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;1;1;1;1;2;2;2;30;1;;;;;0;2;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;3;;;;1;31;10;7;4;2;0;6;1;1;1;2;1;;;;3;3;3;5;5;6;5;5;5;;;;;2;2;5;5;4;2;3;3;1;1;1;4;2;2;3;3;3
2830;3;1;2;6;69;11;4;1;5;1;2;1;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;2;2;2;2;2;135;1;3;;;;1;3;2;4;1;2;2;2;2;1;2;2;3;3;3;3;1;4;;;;1;69;11;2;1;0;0;4;1;1;2;1;1;;;;1;1;1;4;5;2;5;6;5;;;;;2;2;4;5;2;1;2;1;1;1;1;3;2;3;2;2;2
2831;3;1;2;3;13;12;4;1;5;2;2;8;1;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;3;1;2;1;1;6;5;540;4;;;;;3;3;2;4;2;2;2;2;2;2;2;2;3;3;3;3;2;1;3;;;1;13;12;4;3;1;0;3;1;2;3;1;3;1;1;1;1;1;1;1;5;5;5;5;5;;;;;3;5;5;4;3;1;3;2;2;1;2;4;2;2;3;4;4
2832;3;1;2;6;34;10;1;1;5;3;2;4;5;2;;2;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;2;2;1;1;1;2;3;0;;;;;;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;1;34;10;4;3;0;0;4;1;6;1;6;1;1;1;1;;;;6;3;6;5;6;6;;;;;2;1;5;5;4;1;4;1;1;1;2;4;2;2;4;4;4
2833;3;1;2;4;93;1;5;1;5;1;3;4;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;3;2;7;2;1;1;1;2;0;;;;;;0;5;2;4;2;2;2;2;2;2;2;2;4;3;4;4;4;5;;;;1;93;1;2;1;0;0;5;1;1;3;1;2;;;;1;1;1;4;3;6;6;2;5;;;;;3;3;2;5;3;2;3;1;1;1;1;3;2;3;3;3;3
2834;3;3;1;5;27;4;3;1;3;3;1;5;8;2;;2;3;;2;2;;1;2;1;2;2;2;2;2;2;1;2;9;2;3;2;1;2;1;1;2;3;30;2;;;;;6;3;;4;2;2;2;2;2;2;2;2;4;2;3;3;1;3;;;;1;27;4;8;5;3;0;6;1;1;3;1;1;;;;1;3;1;4;5;5;5;5;5;;;;;1;1;4;5;3;1;3;2;1;1;2;4;1;1;3;4;4
2835;3;1;1;6;33;9;4;5;8;5;1;2;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;5;3;1;1;1;1;2;6;0;;;;;;0;4;;1;2;2;1;2;2;2;2;3;4;4;4;4;4;;;;;1;33;9;2;1;0;0;3;1;1;2;1;1;;;;;;;;;;;;;5;;;5;3;3;5;5;2;1;3;1;1;1;1;4;2;2;2;3;3
2836;3;1;1;6;66;10;2;5;8;7;1;3;2;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;4;1;1;1;3;60;1;2;;;;5;2;;1;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;;1;66;10;4;2;0;0;4;1;1;1;1;1;;;;;;;;;;;;;3;;;3;2;2;3;5;2;1;3;1;1;1;1;4;2;1;4;4;4
2837;3;1;2;3;78;1;1;3;3;3;1;2;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;5;5;2;1;1;1;6;0;;;;;;0;5;2;4;2;2;2;2;2;2;2;2;2;2;3;3;4;5;;;;1;78;1;5;2;1;0;6;1;1;4;1;1;;;;3;3;1;4;4;1;5;5;5;;;;;3;5;1;5;4;1;4;1;1;1;1;4;1;2;3;4;4
2838;3;1;1;3;95;1;5;1;3;7;3;9;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;1;1;2;1;1;2;3;480;3;4;;;;0;3;;4;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;95;1;4;3;1;0;7;1;1;2;1;1;1;1;1;;;;3;5;5;2;5;1;;;;;2;2;5;4;3;2;3;1;1;1;1;3;1;3;3;2;4
2839;3;1;2;5;2;5;1;1;5;1;1;5;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;1;3;0;;;;;;0;2;2;4;2;2;2;2;2;2;2;2;3;1;4;3;1;6;;;;1;2;5;6;2;1;0;5;1;1;3;1;2;;;;1;1;1;5;5;5;5;5;5;;;;;2;2;5;5;4;2;3;1;1;1;1;4;2;1;3;4;4
2840;3;1;1;8;12;10;3;3;3;7;1;5;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;5;1;2;2;1;3;5;45;1;;;;;10;4;;4;1;2;2;2;2;1;2;2;4;4;4;4;4;3;;;;1;12;10;4;2;0;0;6;1;6;1;1;1;;;;2;3;2;5;5;1;5;2;3;;;;;2;2;4;5;2;2;2;1;1;1;1;4;2;2;3;1;1
2841;3;1;1;9;6;12;4;3;2;3;1;6;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;4;1;4;1;1;2;1;2;60;5;;;;;3;2;;1;2;2;2;2;2;2;2;2;4;4;4;4;4;2;;;;1;6;12;5;2;0;0;6;2;1;1;1;1;;;;;;;4;4;1;5;2;5;;;;;5;4;4;3;2;1;2;1;1;1;1;4;3;2;2;2;4
2842;3;1;2;10;52;6;1;7;7;3;1;4;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;4;2;1;1;1;1;1;6;0;;;;;;0;4;2;4;2;2;2;2;2;2;2;2;3;3;4;4;3;;;;;1;52;6;6;2;0;1;4;1;6;1;1;1;;;;;;;;;;;;;5;;;5;3;3;5;5;3;2;2;1;1;1;1;4;2;2;3;3;3
2843;3;1;1;5;33;9;4;1;3;3;7;5;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;1;2;2;1;1;1;4;0;;;;;;1;3;;4;2;2;2;2;2;2;2;2;4;3;4;4;4;3;;;;1;33;9;4;5;3;0;5;1;1;1;1;1;;;;1;1;1;3;3;2;2;2;1;;;;;1;1;2;5;2;2;2;1;1;1;1;3;2;2;3;3;3
2844;3;1;1;6;70;3;1;1;5;2;5;1;8;1;3;;2;;1;2;;1;2;2;1;1;2;2;1;2;2;1;8;2;2;4;1;1;1;1;2;2;60;2;;;;;1;2;;1;2;2;2;2;2;2;2;2;3;2;4;3;2;1;;;;2;70;3;4;2;0;0;4;1;6;1;1;1;1;1;2;;;;4;5;2;4;5;5;;;;;2;2;5;5;3;2;3;3;1;2;1;4;1;1;3;3;3
