SERIAL;JOURV7;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B5Q;B5AQ;B5BQ;B5CQ;B6Q_0;B6Q_1;B6Q_2;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;C11;D60A;D60;D61;D62_0;D62_1;D62_2;D63;ALEAD65;D65;D66;ALEAD70;D70;D71;D67;D68_0;D68_1;D68_2;D68_3;D68_4;D68_5;D68_6;D68_7;D68_8;D69_0;D69_1;D69_2;D69_3;D69_4;D69_5;D69_6;D69_7
1136;2;1;1;10;13;12;4;7;7;3;3;6;4;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;4;3;5;1;1;1;2;2;0;0;;;;3;0;0;4;;1;1;2;2;2;2;2;2;4;4;4;4;;;;;1;13;12;7;7;2;2;6;1;2;2;2;3;2;4;2;2;;3;1;3;;1;2;2;2;2;2;2;2;1;2;4;4;3;2;2;4;4;1
1137;2;2;2;3;53;7;3;1;4;1;4;7;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;1;1;1;2;1;2;2;2;480;2;;30;3;2;1;3;2;2;2;2;2;2;2;2;2;2;4;3;4;3;1;;;;1;53;7;2;1;0;0;6;4;2;1;1;2;3;2;2;1;3;;1;5;;1;2;2;2;2;2;2;2;3;3;3;3;2;3;2;3;3;4
1138;2;1;2;1;75;1;5;8;8;1;1;5;7;1;1;;1;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;1;1;2;1;120;4;;18;30;1;1;0;4;2;2;2;2;2;2;2;2;2;3;3;4;4;;;;;1;75;1;4;3;1;0;4;;6;1;1;2;3;1;2;2;;3;1;2;;2;1;2;3;3;1;3;3;3;3;2;1;3;2;2;3;5;3
1139;2;1;2;2;75;1;5;1;3;1;1;7;8;2;;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;2;2;2;1;2;2;2;240;15;;;;1;1;0;2;2;2;2;2;2;2;2;2;2;4;3;4;3;3;;;;1;75;1;2;2;0;0;6;1;2;1;1;1;4;3;1;1;3;;1;5;;2;3;2;2;2;2;2;3;2;3;3;2;3;2;2;2;2;4
1140;2;1;2;3;90;3;3;1;3;2;5;7;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;3;3;3;5;5;5;900;50;;35;;0;0;15;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;90;3;4;2;0;0;6;4;6;2;1;2;3;2;2;2;;3;1;4;;1;2;2;2;2;2;2;2;2;2;5;4;4;3;5;4;4;5
1141;2;1;1;10;49;7;4;7;7;1;1;4;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;5;1;2;1;1;1;2;5;60;0;;;;0;0;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;49;7;4;2;0;1;3;;2;1;2;3;1;1;2;2;;3;2;;3;2;2;2;2;2;2;2;2;2;4;1;2;1;1;1;1;1;5
1142;2;1;1;10;69;11;4;7;7;3;8;9;3;2;;4;3;;1;2;;2;2;2;2;2;2;2;2;2;3;2;7;3;1;2;7;2;1;1;2;3;105;5;;;;0;0;0;2;;2;2;2;2;1;1;2;2;4;4;4;4;;;;;1;69;11;4;2;0;0;7;;2;1;2;1;4;4;2;1;3;;1;2;;2;2;2;3;3;3;4;2;2;4;3;3;3;4;4;3;4;4
1143;2;2;2;2;34;10;1;1;3;2;8;3;1;1;2;;2;;2;2;;2;2;2;2;2;1;2;2;2;2;2;7;1;1;1;1;3;1;1;4;1;540;5;;35;25;2;0;6;2;2;2;2;2;2;2;2;2;2;4;4;4;4;8;;;;1;34;10;2;2;0;0;6;3;4;1;1;1;4;3;2;1;3;;1;1;;1;1;2;2;3;2;2;2;2;2;2;4;2;2;2;2;4;5
1144;2;1;2;10;33;9;2;7;7;3;1;9;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;4;1;2;1;1;3;1;150;30;;80;;3;0;0;2;2;2;2;1;2;2;2;2;2;3;3;4;3;;;;;1;33;9;5;2;0;1;5;3;4;2;1;2;4;1;1;1;2;;1;4;;2;1;1;1;3;2;3;1;1;3;2;2;2;2;1;2;2;1
1145;2;2;1;10;33;9;4;7;7;3;1;8;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;3;2;2;1;1;1;2;3;150;3;;89;70;1;1;0;4;;3;2;2;2;2;2;2;2;4;4;3;4;;;;;1;33;9;4;2;0;0;3;;2;1;1;1;4;2;2;2;;1;2;;2;2;1;2;2;3;3;4;2;3;2;1;2;2;2;2;2;1;2
1146;2;2;2;6;95;1;2;1;4;5;3;8;4;2;;2;3;;2;3;;2;2;2;2;2;2;2;2;2;2;2;7;1;4;1;3;2;1;1;2;2;5;2;;14;;0;1;3;2;2;2;2;2;2;2;2;2;2;3;4;4;3;3;;;;1;95;1;4;3;1;0;5;5;6;1;1;2;3;2;2;1;2;;1;4;;2;1;1;2;1;1;1;1;1;1;1;1;5;1;6;5;5;5
1147;2;2;1;10;75;1;5;7;7;3;9;6;11;1;3;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;1;4;1;1;1;1;2;2;0;0;;;;1;0;0;2;;1;2;2;2;2;2;2;2;4;4;4;4;;;;;2;46;10;5;2;0;2;6;2;6;1;1;2;2;1;1;1;3;;2;;2;2;1;2;2;2;2;2;2;2;2;2;4;3;2;4;4;4;4
1148;2;1;2;3;21;3;4;1;3;1;1;10;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;1;1;1;1;1;1;2;1;0;0;;;;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;;;;1;21;3;4;4;1;0;6;4;5;1;1;1;4;1;1;2;;3;2;;1;2;2;3;3;4;4;4;2;4;4;1;1;1;1;1;1;1;1
1149;2;2;2;1;21;3;4;8;8;1;1;4;7;2;;2;3;;2;1;38.0;2;2;2;2;2;2;2;2;2;2;2;8;1;2;3;1;4;1;4;2;1;300;20;;19;19;3;3;0;2;2;2;2;2;2;2;2;2;2;3;2;3;1;;;;;2;21;3;5;2;1;0;4;;1;1;1;2;3;1;1;1;3;;1;2;;2;2;3;3;3;2;3;2;2;3;4;2;2;2;1;2;5;4
1150;2;2;1;6;69;11;4;1;4;2;3;4;10;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;9;1;1;1;1;2;1;2;2;1;90;2;;45;45;1;0;1;2;;2;2;2;2;2;2;2;2;4;3;4;3;5;;;;1;69;11;3;2;0;0;5;5;3;1;1;2;3;4;2;2;;1;2;;1;2;1;2;3;3;2;2;3;3;3;2;2;1;2;1;2;2;1
1151;2;1;1;9;67;6;2;7;7;3;1;10;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;1;75;5;;50;25;2;0;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;67;6;5;5;0;0;4;;3;1;1;1;2;2;2;1;3;;1;3;;2;2;3;2;3;2;3;2;3;2;1;3;1;1;1;2;4;3
1152;2;2;2;4;75;1;5;2;2;3;9;8;7;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;2;1;2;1;1;2;2;225;0;;;;0;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;;;;2;22;8;3;4;2;0;5;4;3;1;1;2;2;3;1;1;3;;1;4;;2;2;3;3;4;3;3;3;3;3;2;3;2;2;3;3;4;3
1153;2;1;2;2;67;6;2;6;8;3;2;7;1;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;2;3;3;1;3;4;3;3;3;0;0;;;;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;67;6;6;5;3;0;4;;6;2;1;2;3;3;1;2;;3;2;;3;2;2;3;2;4;2;4;2;3;3;1;2;3;2;4;3;5;3
1154;2;1;2;3;2;5;1;1;5;3;8;5;10;1;1;;1;;1;1;0.0;1;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;1;1;0;2;;;;1;1;1;5;2;1;2;2;2;2;2;2;2;1;1;1;1;1;;;;1;2;5;;5;3;0;3;;1;1;1;1;1;1;1;1;1;;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1155;2;1;1;10;67;6;4;7;7;3;1;5;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;2;1;1;1;2;2;120;2;;69;65;0;0;0;4;;1;2;2;2;2;1;2;2;3;5;3;3;;;;;1;67;6;3;2;0;2;3;;6;2;2;2;2;2;2;2;;3;2;;5;2;2;2;3;3;3;3;2;4;4;1;2;1;2;1;2;4;3
1156;2;1;2;4;8;6;1;1;5;3;8;4;6;2;;4;3;;2;2;;2;2;1;2;1;1;2;2;1;2;2;7;1;2;2;1;2;2;2;2;2;130;2;;65;62;0;14;30;4;2;2;2;2;2;2;2;2;2;1;1;1;2;4;;;;1;8;6;6;4;2;0;5;3;2;2;1;2;3;3;2;2;;3;2;;2;2;2;2;2;3;2;3;2;2;3;3;4;2;3;1;2;5;2
1157;2;1;1;10;6;12;4;7;7;3;1;5;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;1;1;1;1;1;2;2;240;0;;;;3;3;2;3;;2;2;2;2;2;2;2;2;3;4;3;3;;;;;1;6;12;3;2;0;0;4;;3;2;2;2;2;2;2;2;;3;2;;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;3;1;3;2
1158;2;1;2;8;37;2;4;2;5;3;1;3;8;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;8;2;2;3;1;6;1;1;2;3;120;1;57;;;0;1;0;2;2;2;2;1;2;2;2;2;2;3;4;4;4;5;;;;1;37;2;3;2;0;0;3;;3;1;1;2;3;2;2;2;;3;2;;5;2;3;2;2;3;2;3;2;4;4;2;3;2;3;2;3;5;2
1159;2;1;2;7;62;5;3;4;5;2;1;4;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;2;1;2;3;2;150;5;;;;0;0;0;4;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;62;5;4;2;0;0;6;4;2;1;1;2;3;3;1;2;;3;2;;2;1;2;2;2;3;2;3;2;2;3;2;2;1;2;2;2;3;1
1160;2;2;1;4;77;1;5;1;5;2;5;3;11;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;4;2;1;2;6;6;1;360;20;;30;40;0;0;5;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;77;1;3;4;2;0;4;;3;1;1;1;3;3;2;1;3;;1;2;;2;1;2;2;4;2;2;3;4;3;2;3;1;2;1;2;4;4
1161;2;2;2;3;54;6;3;2;5;2;7;5;8;1;3;;2;;2;2;;1;2;2;2;1;2;2;1;2;2;2;6;1;3;1;1;1;5;1;3;2;0;50;;60;40;0;1;7;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1;;;;1;54;6;4;2;1;0;3;;6;1;1;3;2;3;1;1;3;;1;4;;2;1;3;4;3;2;3;2;3;3;2;2;5;2;5;2;2;5
1162;2;1;1;7;54;6;4;5;8;1;4;2;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;3;1;5;1;1;2;1;5;0;0;;;;0;0;0;2;;2;2;2;2;2;2;2;2;3;3;4;3;;;;;1;54;6;2;1;0;0;4;;2;1;2;2;3;2;2;1;3;;2;;4;1;2;2;2;2;2;2;2;2;2;2;2;3;1;3;1;5;5
1163;2;1;2;6;91;1;1;1;5;7;1;10;9;1;3;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;2;1;2;1;1;2;1;15;0;;;;0;1;0;3;2;2;2;2;2;2;2;2;2;3;2;2;3;4;;;;1;91;1;6;3;0;0;3;;6;2;1;1;4;3;2;1;3;;1;5;;2;1;4;4;4;2;4;2;4;4;2;2;2;1;2;2;2;2
1164;2;2;2;10;86;9;4;7;7;5;2;3;1;2;;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;3;2;2;1;1;2;2;270;1;35;;;2;0;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;86;9;5;1;0;1;4;;6;1;1;2;2;1;1;1;2;;2;;4;2;2;2;2;4;3;3;2;3;4;1;2;2;2;2;1;1;1
1165;2;2;1;1;26;11;4;1;1;2;2;8;1;2;;2;2;;2;2;;1;2;1;1;2;1;2;1;2;2;1;7;2;3;4;3;4;3;3;3;4;120;1;20;;;1;0;0;2;;2;2;2;2;1;1;2;2;1;2;2;3;1;;;;1;26;11;5;1;0;0;5;2;2;1;1;2;2;1;2;2;;1;2;;2;2;2;3;3;2;2;2;2;2;3;2;2;1;2;5;4;4;3
1166;2;1;2;8;13;12;2;2;5;5;8;1;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;2;5;180;0;;;;2;0;0;2;2;2;2;2;2;2;2;2;2;4;4;1;4;1;;;;1;13;12;4;1;0;0;3;;6;1;1;3;1;1;2;1;3;;2;;4;2;2;2;2;2;2;2;2;2;2;5;5;5;5;2;3;5;5
1167;2;2;1;10;49;7;1;7;7;3;5;3;2;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;2;2;270;2;;45;60;3;0;0;3;;3;2;2;2;2;2;2;2;4;4;4;4;;;;;1;49;7;5;2;0;1;3;;4;2;1;2;3;1;1;2;;3;1;3;;2;2;3;2;3;3;3;2;2;4;2;2;2;2;5;2;2;3
1168;2;2;1;6;87;9;4;1;4;3;3;8;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;2;1;2;1;2;3;2;210;10;;30;30;1;0;1;3;;2;2;2;2;2;1;2;2;3;3;4;3;3;;;;1;87;9;6;5;3;0;4;;2;1;1;2;1;2;2;1;3;;2;;5;2;2;2;2;2;2;2;2;3;3;4;4;2;4;2;3;3;3
1169;2;2;1;10;10;6;4;7;7;1;8;4;2;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;8;1;1;1;2;7;1;3;4;2;320;0;;;;2;0;0;3;;1;2;2;2;3;2;2;2;4;4;4;4;;;;;1;10;6;2;1;0;0;2;;6;2;1;2;2;1;2;2;;3;2;;4;2;1;3;3;3;3;3;1;2;4;3;4;2;2;3;3;4;2
1170;2;1;1;7;77;1;5;2;6;3;1;5;4;2;;3;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;10;2;2;2;4;1;6;6;2;2;120;1;11;;;0;0;0;2;;1;2;1;2;2;2;2;2;3;3;3;3;5;;;;1;77;1;2;2;0;0;3;;4;1;1;2;3;3;1;1;3;;1;3;;2;2;2;2;3;2;3;2;2;3;1;6;1;1;1;2;1;1
1171;2;1;1;10;1;11;2;7;7;3;6;8;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;1;3;1;5;1;1;1;2;2;240;4;;50;55;2;7;0;3;;2;2;2;2;2;2;2;2;4;3;4;3;;;;;1;1;11;6;2;0;0;6;1;4;2;1;2;3;2;1;1;3;;1;2;;2;2;3;3;3;3;3;3;3;4;1;3;2;1;1;1;2;2
1172;2;2;2;6;27;4;2;1;5;2;1;2;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;2;2;1;540;0;;;;1;1;3;4;2;2;2;2;2;2;2;2;2;3;1;3;3;1;3;;;1;27;4;4;2;2;0;6;2;6;1;1;1;3;3;1;2;;3;2;;2;2;1;4;1;4;1;3;3;2;2;1;2;2;1;2;1;1;1
1173;2;1;1;10;45;2;4;7;7;3;1;9;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;2;2;1;1;1;2;3;120;4;;55;42;4;5;0;2;;2;2;2;2;2;1;2;2;4;4;3;4;;;;;1;45;2;6;2;0;2;5;5;4;2;1;4;1;1;1;2;;2;2;;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2
1174;2;1;1;1;14;4;4;4;2;7;7;1;5;2;;2;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;5;3;3;4;2;2;2;2;2;6;240;1;24;;;2;1;0;2;;2;2;2;2;2;2;2;2;3;4;2;4;5;;;;1;14;4;3;2;0;0;6;1;6;1;1;2;3;1;1;2;;3;2;;3;2;2;2;2;3;2;3;2;2;3;2;2;1;1;1;5;4;4
1175;2;1;1;7;26;11;3;1;3;3;1;4;2;2;;2;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;2;2;2;180;10;;35;40;1;0;5;4;;2;2;2;2;2;2;2;2;3;3;1;4;1;;;;1;26;11;6;5;3;0;5;6;4;2;3;2;2;2;1;2;;3;1;1;;1;2;2;2;2;2;2;1;2;2;3;4;3;2;2;2;2;1
1176;2;2;1;7;31;10;4;2;5;7;6;1;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;8;1;1;2;2;1;1;1;2;1;300;3;;55;34;2;0;5;3;;2;2;2;2;2;2;3;2;3;3;3;3;1;;;;1;31;10;3;3;1;0;4;;5;1;1;2;1;2;2;2;;3;2;;2;2;2;3;4;4;3;4;3;4;4;1;1;1;1;1;1;4;1
1177;2;1;1;3;78;1;5;1;4;1;8;2;3;1;4;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;2;1;1;6;1;1;2;1;90;50;;;;0;0;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;78;1;2;1;0;0;6;4;2;2;1;3;2;3;2;1;3;;1;5;;2;3;3;3;3;3;3;3;3;3;4;4;5;2;5;1;5;4
1178;2;1;2;6;89;3;1;2;5;1;8;2;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;5;3;2;2;1;1;3;3;155;3;;41;47;0;0;4;5;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;89;3;3;1;0;1;4;;3;2;1;2;3;2;2;2;;3;2;;5;2;2;3;4;4;3;3;3;4;3;1;1;2;1;1;1;2;1
1179;2;2;1;10;87;9;4;7;7;3;1;6;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;2;2;1;1;1;2;2;300;0;;;;2;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;3;;;;;1;87;9;7;2;0;2;4;;2;2;2;1;3;3;2;1;3;;2;;1;1;2;2;2;3;2;2;2;2;2;2;2;2;1;2;2;4;2
1180;2;1;2;10;42;11;1;7;7;3;1;6;5;1;6;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;2;1;4;1;1;1;2;1;250;0;;;;0;1;0;2;2;2;2;2;2;2;2;2;2;2;2;4;3;;;;;1;42;11;7;2;0;2;3;;4;2;1;1;3;3;1;2;;3;2;;2;2;2;3;3;3;3;4;2;4;4;1;2;2;1;1;2;4;2
1181;4;1;1;9;38;11;2;7;7;3;1;2;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;4;1;2;1;1;1;1;150;0;;;;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;38;11;3;2;0;0;4;;5;2;1;1;4;2;2;2;;3;2;;4;2;3;3;3;3;3;3;3;3;3;4;4;3;3;4;4;4;4
1182;2;2;1;3;42;11;4;3;2;3;11;11;11;2;;2;3;;2;3;;2;2;2;2;3;2;2;2;2;2;2;7;1;1;1;1;1;1;1;1;1;30;0;;;;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;42;11;5;3;1;0;3;;6;1;1;1;3;4;1;2;;3;2;;2;2;2;3;3;2;2;2;2;2;2;3;4;3;4;3;3;3;3
1183;2;1;2;7;44;7;4;1;3;3;7;3;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;1;1;1;1;3;1;330;1;;;;0;0;0;3;2;2;2;1;2;2;2;2;2;3;3;4;3;3;;;;1;44;7;4;3;1;0;6;1;3;1;1;1;4;3;1;2;;1;2;;3;2;2;2;3;3;3;3;3;2;3;2;2;1;1;3;1;1;2
1184;2;2;1;2;6;12;4;8;8;1;5;1;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;3;2;2;2;7;2;1;1;2;1;2;3;2;1;120;1;38;;;6;0;0;2;;2;2;2;2;3;2;3;2;3;2;2;2;;;;;1;6;12;6;3;1;0;6;1;4;1;1;1;2;2;2;1;3;;1;2;;2;4;4;4;4;4;4;4;4;4;3;3;2;3;3;3;5;3
1185;2;1;2;2;75;1;5;1;5;3;1;8;3;2;;1;1;;2;1;36.7;1;1;1;2;1;2;2;1;2;1;2;9;1;2;2;1;2;1;1;1;2;1302;0;;;;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1;2;1;2;;;1;75;1;4;4;2;2;5;1;2;1;1;3;2;1;1;2;;2;1;2;;2;2;3;4;2;2;3;5;1;1;1;1;4;2;2;3;5;3
1186;2;1;1;1;42;11;4;1;4;1;1;8;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;2;1;1;6;2;540;1;28;;;2;1;14;4;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;42;11;4;2;0;0;6;1;4;1;1;2;4;3;1;1;3;;2;;1;2;2;3;3;4;2;3;3;3;4;4;4;4;3;2;2;3;3
1187;2;2;2;4;63;11;4;6;8;2;2;8;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;1;1;1;1;1;2;0;0;;;;0;1;0;3;2;2;2;2;3;2;2;2;2;4;4;4;2;;;;;1;63;11;3;3;1;0;2;;6;1;1;2;2;1;1;1;3;;1;4;;2;2;3;3;3;3;3;3;3;3;1;1;1;1;1;1;2;1
1188;2;2;2;5;38;11;4;1;5;1;8;1;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;2;0;1;15;;;0;1;0;2;2;2;2;2;2;2;2;2;2;1;1;1;2;3;;;;1;38;11;4;2;1;0;5;2;4;1;1;2;3;2;1;1;1;;1;1;;2;4;4;4;4;4;4;4;4;4;1;2;1;1;1;1;1;1
1189;2;1;1;10;44;7;1;1;5;3;1;4;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;7;2;2;1;1;2;1;1;2;2;120;1;68;;;9;3;0;3;;2;2;2;2;1;2;2;2;2;2;2;1;5;;;;1;44;7;9;2;0;0;6;5;2;1;1;1;3;2;1;2;;3;1;3;;1;1;2;2;4;2;3;3;3;3;1;3;2;1;2;1;1;1
1190;2;1;2;7;29;8;2;5;8;5;1;2;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;1;1;0;0;;;;1;1;0;2;2;2;2;2;2;2;2;2;2;2;2;3;3;;;;;1;29;8;3;1;0;0;5;2;4;1;1;4;4;2;2;2;;3;2;;5;1;2;1;1;2;2;2;2;1;2;1;2;2;1;1;2;2;1
1191;2;1;1;7;93;1;5;1;4;5;4;3;9;2;;2;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;8;2;2;2;1;2;1;1;1;2;15;1;20;;;0;0;0;4;;1;2;2;2;2;1;2;2;3;3;3;2;4;;;;1;93;1;3;1;0;0;3;;2;2;1;2;2;2;1;2;;3;2;;4;2;2;3;2;4;1;1;1;2;2;2;2;2;2;2;3;3;4
1192;2;1;1;10;18;2;3;7;7;3;3;4;1;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;9;1;2;1;2;1;1;1;2;2;345;30;;81;;0;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;18;2;4;2;0;2;4;;4;1;1;2;3;2;2;1;3;;1;2;;2;1;3;2;3;2;4;1;3;2;2;2;2;3;2;1;2;2
1193;2;1;1;10;68;6;2;7;7;3;3;8;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;2;1;1;1;1;1;1;45;0;;;;0;2;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;68;6;5;2;0;2;3;;4;1;1;1;2;3;2;1;3;;1;5;;1;2;2;2;2;2;2;2;2;2;1;1;1;1;5;1;1;1
1194;2;3;2;10;34;10;3;7;7;3;1;7;8;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;8;1;1;2;1;1;1;1;1;2;120;0;;;;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;34;10;4;2;0;2;6;4;4;2;1;1;4;2;1;1;3;;1;1;;1;2;3;2;3;2;3;2;3;4;4;5;5;3;3;3;4;4
1195;2;1;1;2;94;1;5;1;3;1;9;10;6;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;3;1;3;2;3;3;1;3;2;4;15;20;;75;35;3;0;0;2;;2;2;2;2;2;2;2;2;1;3;4;1;3;;;;1;94;1;1;1;0;0;6;2;3;1;1;3;3;2;1;1;3;;2;;4;2;1;2;2;2;1;3;2;2;4;5;5;5;4;4;5;5;5
1196;2;2;1;9;67;6;1;4;4;1;1;9;3;2;;2;3;;2;3;;3;2;2;2;2;2;2;3;2;2;2;7;2;3;2;1;3;1;1;1;2;180;0;;;;1;0;0;3;;2;2;2;2;2;1;2;2;2;4;3;3;5;;;;1;67;6;6;2;0;1;2;;6;2;1;3;2;2;2;1;2;;1;2;;3;3;3;3;3;3;3;2;3;3;4;4;3;3;3;4;3;4
1197;2;1;2;6;30;10;3;1;5;3;1;5;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;2;1;1;3;3;480;5;;47;47;0;1;1;4;2;2;2;2;2;2;2;2;2;3;3;3;4;1;3;;;1;30;10;5;5;1;0;5;2;6;1;1;2;3;3;2;1;1;;1;2;;2;2;3;3;3;3;3;3;3;3;3;3;2;3;2;2;2;3
1198;2;1;2;4;59;5;1;4;5;7;3;2;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;3;3;2;1;1;2;3;20;0;;;;1;2;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;5;;;;1;59;5;6;3;1;0;5;5;6;1;1;2;3;2;2;1;3;;1;5;;2;2;3;3;3;3;3;2;3;3;2;3;2;2;1;3;2;3
1199;2;1;1;7;92;1;5;6;8;2;1;6;5;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;8;1;2;1;1;2;1;2;1;2;20;1;58;;;1;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;92;1;3;2;0;0;5;4;2;1;2;2;1;2;2;1;3;;1;4;;2;2;2;4;4;2;3;2;4;4;2;2;2;2;1;1;4;4
