SERIAL;JOURV6;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;B6Q_0;B6Q_1;B6Q_2;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C5_4;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;C11;D52_0;D52_1;D52_2;D52_3;D52_4;D52_5;D52_6;D53_0;D53_1;D53_2;D53_3;D53_4;D53_5;D53_6;D54_0;D54_1;D54_2;D54_3;D54_4;D54_5;D54_6;D55_0;D55_1;D55_2;D55_3;D55_4;D56_0;D56_1;D56_2;D56_3;D56_4;D56_5;D56_6;D57_0;D57_1;D57_2;D57_3;D57_4;D58_0;D58_1;D58_2;D58_3;D58_4;D59_0;D59_1;D59_2;D59_3;D59_4
2616;2;1;1;9;83;12;4;2;5;5;10;9;5;2;;1;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;1;3;1;1;1;1;2;2;60;1;;;;;0;0;0;1;4;;2;2;1;2;2;1;2;2;4;4;4;4;1;1;;;;1;83;12;2;1;0;0;1;;5;9;0;3;0;1;5;;3;;;;;;;3;;;;;;5;5;5;5;4;3;1;2;4;4;3;1;3;3;3;3;3;3;3;1;1;2;3;2;2;2;2
2617;2;1;1;10;83;12;1;2;5;1;1;3;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;5;3;5;2;1;1;2;5;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;6;;;;2;4;12;3;2;0;0;6;5;2;5;0;2;6;4;3;;;;;3;;;;;;;4;;;3;3;3;4;3;2;3;5;5;2;5;3;2;2;2;2;3;2;2;1;1;3;4;4;4;4;3
2618;2;3;1;10;38;11;1;7;7;2;8;1;2;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;2;0;;;;;;1;0;0;0;2;;2;2;2;2;2;2;2;2;2;3;2;3;3;;;;;1;38;11;4;1;0;0;3;;6;5;5;5;7;5;2;3;;;;3;;;3;;;;3;;;2;2;2;1;1;2;4;2;2;1;2;4;1;3;2;1;1;2;2;2;3;2;1;3;3;3;3
2619;2;2;1;4;59;5;4;6;8;3;8;7;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;2;1;1;2;2;120;5;;;;;0;0;2;0;3;;2;2;2;2;2;2;2;2;4;4;1;4;3;;;;;1;59;5;4;4;2;0;6;4;4;2;4;4;10;9;2;;;;;1;1;;;;;;1;1;;4;4;1;3;4;4;1;1;5;4;5;1;3;2;3;2;2;4;4;2;3;4;4;4;4;4;4
2620;2;1;2;4;30;10;2;2;5;1;1;8;5;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;2;4;5;5;3;2;2;2;5;0;;;;;;1;0;1;5;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;30;10;3;2;0;0;5;5;5;10;2;6;10;10;7;;1;;3;1;1;3;;2;;3;2;2;3;3;4;3;3;3;3;2;3;2;2;3;3;3;3;3;3;3;4;4;2;2;4;2;3;3;3;3
2621;2;1;1;9;51;6;4;7;7;3;2;4;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;1;2;1;1;1;1;3;3;150;1;2;;;;1;0;2;0;3;;2;1;2;2;2;2;2;3;3;3;4;4;3;;;;;1;51;6;5;2;0;0;3;;8;5;8;10;10;7;3;2;;3;1;2;3;;2;;3;1;2;2;;3;3;2;2;4;3;1;2;2;4;2;1;3;2;3;2;4;4;3;2;2;2;1;2;2;3;3
2622;2;1;2;9;94;1;5;7;7;3;1;2;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;3;5;3;4;1;1;2;5;4;300;1;2;;;;20;4;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;;2;91;1;5;3;0;0;3;;8;7;5;7;7;0;0;2;4;;3;4;;;2;4;;3;4;;;4;2;3;3;2;2;3;3;3;1;2;3;1;2;1;1;1;1;2;2;2;2;4;4;4;3;3
2623;2;2;2;10;62;5;4;7;7;2;3;2;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;1;2;1;1;1;1;2;3;150;1;2;;;;4;0;0;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;;1;62;5;3;2;0;0;2;;5;5;9;10;10;0;5;;;3;2;1;;;;;3;2;1;;;2;2;3;2;2;3;2;3;1;3;2;1;2;2;2;2;3;2;1;2;2;2;1;2;4;3;4
2624;2;1;1;2;42;11;4;1;4;2;2;3;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;3;1;2;5;4;720;4;;;;;5;0;0;5;3;;2;2;2;2;2;2;2;2;4;2;4;3;2;1;5;;;1;42;11;3;2;0;0;6;1;3;0;2;8;5;0;0;;;;1;;;;;;;1;;;;4;3;4;3;4;1;4;3;3;1;4;1;1;1;2;2;2;3;3;2;3;1;1;1;1;1;1
2625;2;1;2;3;83;12;1;1;5;1;8;3;1;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;8;1;2;1;1;2;1;2;2;3;540;4;;;;;5;0;0;3;2;2;2;2;2;2;2;2;2;2;1;1;2;3;1;1;;;;1;83;12;2;1;0;0;5;2;4;2;4;7;3;1;1;;;;2;;;;;;;2;;;;3;3;3;1;3;5;3;5;5;1;5;2;2;3;2;3;2;3;2;2;2;3;1;2;2;3;2
2626;2;1;1;8;33;9;1;1;6;3;1;10;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;6;1;480;4;;;;;0;0;0;5;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;33;9;2;2;0;0;2;;0;0;0;2;10;6;0;;;;;1;2;;;;;;1;2;;2;1;1;1;1;1;4;1;5;2;5;4;1;1;2;2;2;4;4;3;3;2;3;4;3;3;3
2627;2;1;2;10;22;8;2;7;7;3;1;2;6;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;2;2;1;10;1;2;2;2;1;1;1;2;2;45;1;;;;;0;3;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;22;8;6;2;0;1;6;5;2;4;2;2;4;2;2;;;;;;;;;;;;;;;2;1;2;1;2;1;3;3;2;1;2;1;2;1;2;2;2;2;2;1;1;2;3;3;3;3;3
2628;2;1;2;10;56;8;2;7;7;3;1;3;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;1;1;1;2;2;150;1;2;;;;4;0;5;0;2;2;2;2;2;2;2;2;2;2;4;3;3;4;3;;;;;1;56;8;5;2;0;2;4;;2;0;0;3;0;0;3;;;;;;;;;;;;;;;2;3;2;2;1;4;5;5;4;4;4;3;3;2;3;2;2;1;2;1;2;3;2;3;3;3;3
2629;2;1;2;5;88;6;1;1;5;3;5;1;9;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;1;1;1;1;2;3;480;4;;;;;0;0;0;20;5;2;2;2;2;2;2;2;2;2;3;3;3;3;4;1;;;;1;88;6;4;3;0;0;5;5;8;7;1;5;10;8;8;2;2;;;2;2;2;3;2;;;1;2;2;2;2;2;1;1;2;4;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;2;1;2;2;1
2630;2;1;1;8;70;3;2;1;4;3;6;2;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;2;3;2;1;1;2;2;80;5;;;;;3;30;1;0;3;;2;2;2;2;2;2;2;2;3;3;3;3;2;3;;;;1;70;3;7;4;0;2;6;4;5;8;6;10;8;9;4;;3;3;1;3;1;;;3;3;1;1;1;;3;3;3;2;3;1;4;4;2;2;2;3;4;3;4;2;3;2;2;2;2;2;2;2;3;2;2
2631;3;2;1;6;59;5;4;1;4;2;1;8;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;6;6;720;1;2;3;4;;0;0;1;10;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;59;5;7;3;1;0;5;5;5;0;0;10;5;0;0;;;;4;;;;;;;4;;;;2;3;2;2;4;1;4;4;2;2;2;4;3;2;2;3;2;2;2;2;2;2;3;3;4;3;3
2632;2;3;1;8;13;12;4;3;2;3;1;7;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;5;5;1;2;120;1;;;;;0;0;1;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;13;12;5;3;0;0;3;;2;0;0;4;0;0;0;;;;;;;;;;;;;;;2;2;2;1;3;4;1;3;3;4;3;4;3;2;2;1;3;3;2;1;2;1;4;4;4;3;2
2633;2;1;1;1;86;9;1;8;8;1;1;9;2;1;3;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;3;1;1;1;2;1;1;1;1;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;86;9;12;4;1;0;6;1;0;0;0;0;10;0;0;;;;;1;;;;;;;1;;;2;1;1;3;4;4;5;1;5;4;4;1;1;3;1;1;1;3;1;1;3;4;1;1;1;1;1
2634;2;1;2;10;37;2;1;7;7;3;1;5;6;3;;;3;;2;3;;2;2;2;2;3;3;2;2;2;2;2;10;1;2;2;1;1;1;1;1;2;30;5;;;;;1;0;0;0;3;2;2;3;2;2;2;2;2;2;1;1;1;2;2;;;;;1;37;2;5;2;0;1;4;;0;0;0;5;1;1;1;;;;;;;;;;;;;;;3;1;1;1;2;1;4;5;1;2;2;1;1;2;2;2;1;2;2;1;3;3;1;1;2;4;3
2635;2;1;2;3;80;5;4;1;5;7;1;8;7;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;1;10;1;2;1;1;1;1;1;1;2;0;;;;;;0;0;1;0;2;2;2;2;1;2;2;2;2;2;3;1;2;3;1;6;;;;1;80;5;2;3;1;0;6;5;0;0;0;0;0;0;0;;;;;;;;;;;;;;;1;1;1;1;1;2;5;5;2;5;2;1;3;1;2;2;2;3;3;3;3;3;3;3;3;3;3
2636;2;1;1;8;34;10;2;1;6;3;8;9;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;4;1;1;1;1;4;1;660;2;4;5;;;10;0;0;3;3;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;34;10;5;4;0;0;3;;0;0;0;0;10;10;0;;;;;2;2;;;;;;2;2;;3;3;1;1;3;1;5;5;5;5;5;1;2;2;2;2;2;2;4;4;4;2;4;3;3;3;3
2637;4;2;2;5;60;5;3;5;8;3;7;3;1;2;;2;3;;2;2;;2;2;2;1;1;2;2;1;2;1;2;10;2;1;1;1;2;5;5;2;4;60;3;;;;;4;2;0;0;4;2;2;2;1;2;2;2;2;2;1;1;1;1;1;;;;;1;60;5;6;3;0;0;4;;0;6;1;10;10;10;1;;1;;3;3;3;;;1;;1;1;1;;3;3;3;3;3;2;4;2;3;3;3;2;2;2;2;2;2;4;4;3;3;4;3;1;2;3;3
2638;2;1;1;10;72;7;4;7;7;3;2;1;6;2;;2;4;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;2;1;1;1;1;1;3;3;300;1;3;;;;0;0;1;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;72;7;8;2;0;0;4;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;3;4;3;4;4;1;2;3;1;1;1;1;3;1;3;2;3;1;1;1;1;2;3;4;4;4;4
2639;2;1;1;1;68;6;4;8;8;1;9;5;2;2;;2;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;1;1;1;1;1;2;1;20;2;;;;;2;1;2;1;2;;2;2;2;2;2;2;2;2;3;3;1;1;4;;;;;1;68;6;10;3;1;1;5;5;6;1;3;4;10;4;10;1;;;;1;;1;1;;;;1;;1;1;1;1;1;1;3;2;4;2;2;1;5;2;1;2;1;1;1;3;1;1;2;1;2;1;1;1
2640;2;1;1;7;56;8;4;4;6;1;6;5;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;1;3;1;1;3;2;2;0;;;;;;0;1;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;56;8;1;1;0;0;3;;1;5;5;3;6;1;5;;;;;3;;;;;;;3;;;3;3;3;3;3;1;3;2;2;1;3;2;3;3;3;1;1;1;1;1;2;5;3;3;3;3;3
2641;2;1;2;7;89;3;1;1;3;3;10;1;8;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;2;2;3;3;1080;4;;;;;30;0;0;80;2;2;2;2;2;2;2;2;2;2;3;1;4;3;1;1;;;;1;89;3;5;3;1;0;7;3;3;3;6;6;10;10;4;;;2;2;1;1;;;;2;2;1;3;;2;2;3;1;1;3;1;1;4;4;2;3;1;1;2;1;1;2;2;1;1;1;1;2;3;4;4
2642;2;1;2;2;67;6;2;1;5;1;1;5;3;2;;2;3;;2;2;;2;3;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;2;480;4;;;;;1;0;0;1;2;2;2;2;2;2;2;2;2;2;4;3;4;4;4;1;;;;1;67;6;3;1;0;0;6;2;0;0;3;3;6;4;1;;;;;3;;;;;;;2;;;4;2;4;1;4;2;3;2;2;1;2;4;3;2;3;3;2;2;2;3;3;2;3;3;3;3;3
2643;2;1;2;9;67;6;2;1;3;7;1;7;8;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;1;2;3;1;1;6;3;630;4;;;;;8;0;0;3;3;2;2;2;2;2;2;2;2;2;3;3;3;4;3;1;;;;1;67;6;4;4;1;0;5;1;0;2;2;4;7;3;2;;;;;3;;;;;;;2;;;2;2;3;1;2;1;4;5;5;1;5;2;2;2;3;3;2;3;3;2;2;2;3;3;3;3;3
2644;2;1;2;10;89;3;1;7;7;3;8;9;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;2;1;1;1;1;1;2;240;1;;;;;2;0;0;0;3;2;2;2;2;2;2;2;2;2;3;3;4;3;3;;;;;1;89;3;4;3;0;0;3;;0;0;0;0;2;0;0;;;;;;;;;;;;;;;3;3;2;2;3;4;4;4;4;4;4;4;3;2;4;3;3;3;2;2;3;2;3;3;3;3;3
2645;2;1;1;9;4;12;2;7;7;2;1;9;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;3;2;1;2;1;1;2;3;210;1;2;;;;5;7;0;0;3;;1;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;4;12;4;2;0;0;3;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;2;2;2;2;2;4;4;4;4;4;4;4;3;2;3;2;3;2;1;1;1;2;3;3;3;3;3
2646;2;1;2;10;21;3;2;7;7;6;1;7;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;1;1;1;1;2;2;40;1;;;;;2;0;0;0;4;2;2;2;2;2;2;2;2;2;3;3;4;3;4;;;;;1;21;3;3;1;0;1;4;;2;2;2;5;10;5;6;;;;;2;;2;;;;;2;;2;2;2;1;1;2;1;3;3;1;1;2;1;2;2;2;2;3;2;2;2;2;2;1;1;2;3;2
2647;2;2;1;4;93;1;5;1;3;1;5;2;11;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;5;2;1;2;1;1;2;2;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;3;4;4;4;4;3;;;;1;93;1;4;4;0;1;6;4;5;3;8;8;10;2;5;;;2;2;1;;;;;3;2;1;;;2;2;2;1;3;5;5;5;5;5;5;5;1;2;1;3;2;3;4;4;4;3;3;3;3;3;1
2648;2;1;2;9;95;1;3;7;7;3;6;2;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;0;2;2;1;1;1;1;1;3;3;90;1;3;;;;4;0;2;0;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;;1;95;1;6;2;0;0;5;1;10;8;10;10;10;10;7;1;1;1;1;1;1;2;1;2;1;1;2;1;2;4;4;4;4;4;2;3;4;5;5;5;5;3;3;4;2;2;4;4;2;2;2;1;1;1;2;3
2649;2;1;2;9;91;1;1;5;8;3;1;8;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;1;30;1;3;;;;1;0;0;0;3;2;2;2;1;2;1;2;2;2;4;4;1;4;4;;;;;1;91;1;5;2;0;0;3;;5;8;10;8;10;5;10;;4;3;2;3;;4;;4;4;3;4;;4;3;2;1;1;3;4;2;2;2;4;2;2;2;2;2;2;2;3;1;1;1;2;3;3;2;4;4
2650;2;1;2;10;64;9;4;7;7;6;1;6;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;2;1;1;1;1;1;1;4;90;3;;;;;0;0;2;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;64;9;4;1;0;0;3;;7;7;10;8;9;5;9;5;5;5;5;3;;5;2;4;2;3;2;;4;3;5;5;5;5;6;6;6;6;4;6;6;2;5;5;5;5;3;5;5;5;5;3;5;5;5;5
2651;2;1;2;8;60;5;4;1;3;5;1;3;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;1;2;6;1;1;1;1;1;1;1;2;3;660;4;;;;;15;0;0;3;2;2;2;2;2;2;2;2;2;2;4;2;4;3;3;1;3;;;2;;13;6;1;1;0;6;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;3;3;3;2;3;2;5;5;2;1;2;1;4;2;3;2;3;1;1;1;1;1;2;3;4;4;4
2652;2;1;2;6;29;8;4;1;4;1;8;1;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;1;5;2;1;2;4;2;600;4;;;;;0;0;1;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;2;1;;;;1;29;8;5;1;0;0;5;2;5;0;7;5;9;10;5;;;4;;1;1;;;;4;;1;2;;2;2;2;2;3;4;2;2;5;4;5;5;3;2;3;2;3;4;4;4;4;2;3;3;4;4;4
2653;2;2;2;3;25;3;4;6;8;1;2;1;7;2;;3;3;;2;2;;2;2;1;1;1;2;2;2;2;2;2;8;2;2;1;1;2;1;1;2;4;0;;;;;;0;1;4;0;2;2;2;2;1;2;2;2;2;2;3;3;4;1;2;;;;;1;25;3;5;3;2;0;4;;10;2;1;10;10;10;10;1;;;1;1;1;1;1;;;2;2;2;3;3;3;1;2;3;2;2;2;3;3;2;3;2;2;2;2;2;3;3;3;2;3;1;1;2;1;1
2654;2;1;1;6;29;8;2;1;6;3;8;3;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;1;1;1;4;3;600;4;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;4;3;4;4;4;1;;;;1;29;8;4;2;0;0;5;1;9;6;2;10;9;9;2;2;3;;3;1;1;;2;3;;3;1;1;;4;3;4;1;3;4;1;2;4;4;4;4;4;3;3;1;2;3;2;1;1;3;3;2;3;3;1
2655;2;2;1;1;91;1;5;8;8;1;7;1;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;5;1;1;1;1;1;1;2;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;3;4;1;2;4;;;;;1;91;1;6;3;2;0;4;;2;0;0;2;0;2;2;;;;;;;;;;;;;;;1;2;3;1;1;3;2;1;3;4;2;1;1;4;4;2;1;2;2;3;3;3;3;1;2;3;4
2656;2;1;2;3;35;8;1;1;5;7;1;6;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;2;2;2;1;1;1;3;0;;;;;;0;0;1;1;3;2;2;2;2;2;2;2;2;2;3;3;4;3;3;3;;;;1;35;8;5;2;2;0;5;1;6;7;5;5;3;7;6;3;3;;;;3;3;3;3;;;;3;3;2;2;2;2;3;2;3;3;2;2;2;3;1;2;1;2;2;3;2;2;2;3;1;2;3;2;3
2657;2;1;1;3;29;8;2;1;3;1;1;9;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;4;3;720;4;;;;;0;0;0;2;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;7;;;;1;29;8;3;1;0;0;7;5;0;0;0;0;0;0;0;;;;;;;;;;;;;;;4;4;2;3;2;1;5;5;5;1;5;2;2;2;2;2;3;2;2;2;2;2;2;3;3;3;3
2658;2;2;2;8;92;1;5;1;4;5;1;8;3;2;;2;2;;2;2;;2;2;2;1;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;2;2;0;;;;;;0;0;1;0;4;2;2;2;2;2;2;2;2;2;3;2;3;2;1;3;;;;1;92;1;3;1;0;0;6;1;1;0;10;10;5;0;0;;;3;2;;;;;;4;2;;;;4;1;4;1;2;5;4;5;5;5;5;5;2;1;3;2;2;2;2;2;2;2;3;3;4;4;4
2659;2;2;1;6;75;1;5;6;8;3;1;2;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;2;1;1;1;2;1;1;0;;;;;;15;10;3;0;1;;2;2;3;3;2;2;2;2;4;4;4;4;4;;;;;1;75;1;2;5;3;0;3;;6;4;1;1;4;4;5;1;;;;;;;1;;;;;;;1;3;4;1;2;2;2;1;1;1;2;1;1;4;1;1;2;3;2;2;1;3;3;2;1;1;1
2660;2;1;1;10;28;2;3;7;7;3;1;6;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;1;120;1;2;;;;0;0;0;0;3;;1;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;28;2;5;2;0;1;4;;8;0;0;3;0;0;0;2;;;;;;;1;;;;;;;3;3;3;3;3;4;1;1;3;4;3;5;3;2;3;1;3;2;2;1;1;2;3;3;4;4;4
2661;2;1;1;4;62;5;4;1;4;2;1;2;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;3;3;4;4;2;5;4;4;4;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;3;4;4;4;4;1;3;;;1;62;5;5;5;3;0;4;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;3;3;2;3;3;4;1;2;3;4;2;1;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2
2662;2;1;2;10;34;10;2;7;7;5;8;6;1;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;5;2;2;1;1;1;1;1;2;1;225;5;;;;;3;1;3;0;1;2;2;2;2;2;2;2;2;2;3;3;4;3;3;;;;;1;34;10;4;1;0;0;5;4;0;0;0;0;0;0;0;;;;;;;;;;;;;;;3;4;2;3;2;4;1;1;2;5;2;1;3;2;3;3;3;3;3;2;2;2;2;2;3;3;3
2663;3;1;2;1;95;1;5;8;8;1;1;10;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;5;2;3;1;2;1;3;0;;;;;;0;0;1;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;2;70;3;10;3;1;0;4;;4;6;0;0;0;0;0;;2;;;;;;;2;;;;;;1;2;1;2;3;5;2;2;5;4;3;1;3;2;2;2;2;2;2;1;2;3;2;1;1;3;3
2664;2;1;1;3;72;7;1;1;5;3;1;9;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;2;1;2;2;2;420;3;4;;;;50;0;0;5;3;;2;2;2;2;2;2;2;2;3;3;3;2;3;1;;;;1;72;7;7;2;1;0;3;;4;6;4;5;6;8;4;;3;;;3;3;;;3;;;3;3;;2;2;1;2;2;2;4;4;2;2;2;2;2;2;2;2;2;3;2;2;2;2;1;1;1;2;2
2665;2;1;1;1;75;1;5;1;2;2;3;1;10;2;;2;3;;2;2;;2;2;2;1;2;1;3;1;2;2;2;6;5;4;3;5;3;4;2;3;5;0;;;;;;0;1;0;0;5;;2;2;2;3;2;2;2;2;3;3;2;2;3;5;;;;1;75;1;3;1;0;1;6;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;2;2;2;4;3;4;2;3;4;3;2;4;2;1;4;4;4;2;2;2;2;3;3;2;3;2;3
2666;2;1;1;10;6;12;4;2;5;5;1;3;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;2;4;1;1;1;2;5;270;1;4;;;;0;6;0;3;3;;2;2;2;2;2;1;2;2;4;4;4;4;4;1;3;;;1;6;12;3;1;0;1;5;1;6;2;3;3;1;1;1;4;;;;;;;5;;;;;;;5;5;5;5;5;1;3;2;2;1;2;2;3;2;3;2;3;2;2;2;2;2;4;2;3;2;3
2667;2;1;2;10;6;12;1;7;7;6;1;8;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;1;1;1;2;2;580;5;;;;;4;0;1;0;3;2;2;2;1;2;2;1;2;2;4;4;4;4;4;;;;;1;6;12;5;2;0;0;1;;5;8;5;4;1;1;9;;4;;;;;3;;4;;;;;4;2;2;1;2;2;4;2;2;3;4;3;2;2;1;2;1;1;1;1;1;2;1;3;2;3;3;3
2668;2;2;2;4;83;12;4;1;5;5;1;8;11;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;2;60;2;;;;;0;0;1;0;2;2;2;2;2;2;2;2;2;2;3;1;2;2;1;5;;;;1;83;12;3;2;1;0;4;;5;0;0;0;5;5;3;;;;;;;;;;;;;;;1;1;1;1;2;3;4;4;4;2;4;4;2;2;3;4;2;3;3;2;2;3;2;2;2;2;2
2669;2;2;1;7;92;1;5;1;4;3;6;1;2;2;;2;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;1;1;1;2;2;3;90;4;;;;;5;0;0;7;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;92;1;4;4;0;0;4;;3;5;1;8;6;3;7;;;;2;3;;3;;;;2;4;;4;3;3;3;3;3;4;2;4;2;4;3;4;3;2;3;2;3;2;2;2;2;3;2;3;4;3;3
2670;2;3;2;9;29;8;4;7;7;3;1;5;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;1;0;;;;;;0;0;0;0;2;2;2;2;1;2;2;2;1;1;2;4;4;2;1;;;;;1;29;8;8;2;0;0;2;;6;10;10;10;0;5;10;2;4;4;4;;;2;2;4;4;4;;;4;2;2;1;1;1;1;4;4;4;1;3;4;1;4;1;1;1;4;1;1;1;1;2;4;5;4;4
2671;2;1;2;8;35;8;3;5;8;1;4;7;1;2;;3;3;;1;2;;2;2;2;1;2;2;2;1;2;1;2;6;7;7;7;7;7;7;7;7;7;360;1;3;5;;;1;1;0;0;2;2;2;2;1;1;2;2;1;1;4;3;4;3;1;;;;;1;35;8;2;1;0;0;6;2;7;0;4;5;4;3;1;3;;;;;;;3;;;;;;;2;2;1;3;2;1;3;4;3;1;3;1;2;1;2;2;2;2;1;1;2;1;2;1;2;2;1
