SERIAL;JOURV5;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;B6Q_0;B6Q_1;B6Q_2;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C5_4;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D42_0;D42_1;D42_2;D42_3;D42_4;D42_5;D42_6;D42_7;D42_8;D42_9;D42_10;D43;D44_0;D44_1;D44_2;D44_3;D44_4;D44_5;D45_0;D45_1;D45_2;D46Q_0;D46Q_1;D46Q_2;D46Q_3;D46Q_4;D46Q_5;D46Q_6;D46Q_7;D47Q_0;D47Q_1;D47Q_2;D47Q_3;D47Q_4;D47Q_5;D47Q_6;D47Q_7;D48;D49_0;D49_1;D49_2;D49_3;D49_4;D49_5;D49_6;D49_7;D50Q_0;D50Q_1;D50Q_2;D51Q_0;D51Q_1;D51Q_2
1197;2;1;2;6;64;9;4;5;8;3;1;2;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;2;45;5;;;;;0;0;0;0;4;2;2;2;1;2;2;2;1;2;4;3;4;1;4;;;;;1;64;9;7;5;2;0;3;2;1;;1;2;2;1;1;1;2;2;2;2;1;1;1;1;1;1;1;3;6;7;8;8;6;5;5;8;7;9;7;6;5;5;7;5;2;2;3;1;2;4;2;2;3;;3;7;;3;8
1198;2;1;2;3;13;12;4;1;3;1;1;4;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;6;1;1;2;2;1;1;1;1;6;120;1;5;;;;2;0;3;0;2;2;2;2;2;2;2;2;2;2;3;3;3;4;3;5;;;;1;13;12;2;1;0;0;6;2;2;2;3;1;3;2;2;2;3;2;2;3;2;2;2;2;2;3;1;2;3;2;5;2;1;2;0;0;1;;2;2;2;2;2;4;2;2;3;2;2;2;2;2;2;7;1;;2;3;
1199;2;1;2;5;31;10;1;1;4;3;10;6;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;4;3;5;3;1;1;1;5;0;;;;;;0;0;0;0;4;2;2;2;2;2;2;2;2;2;4;4;4;4;3;3;;;;1;31;10;6;4;2;0;5;3;3;3;3;3;3;3;3;3;3;3;;3;3;3;3;2;3;2;2;2;7;6;10;5;2;4;0;2;5;5;2;3;5;4;3;3;2;5;3;5;5;3;5;5;5;8;1;1;8;1;2
1200;2;1;1;10;33;9;4;7;7;5;1;4;9;2;;2;3;;2;2;;1;2;2;2;1;2;2;2;2;2;2;7;3;2;3;4;1;1;1;2;4;300;1;3;;;;0;0;0;0;4;;1;2;2;2;2;1;2;2;3;4;4;3;4;;;;;1;33;9;4;1;0;0;2;3;3;;3;3;3;3;3;3;3;3;;3;2;2;2;3;2;2;3;2;0;0;0;0;0;0;1;0;2;5;5;5;4;5;5;6;1;4;3;5;2;2;3;5;3;;1;;;3;
1201;2;1;2;9;12;10;2;3;3;3;8;6;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;1;120;1;;;;;0;0;1;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;8;;;;1;12;10;7;3;0;0;6;3;1;1;1;1;1;1;1;1;1;1;2;3;2;3;2;1;1;4;1;1;2;6;9;9;7;8;0;2;3;5;4;6;5;5;6;2;2;5;3;2;2;2;2;2;2;9;1;;9;1;
1202;2;1;2;3;59;5;2;8;8;2;8;3;7;2;;4;3;;2;2;;1;2;2;2;2;1;2;2;2;2;2;6;2;5;1;5;2;1;1;1;6;60;1;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;3;4;4;3;4;;;;;1;59;5;8;6;2;0;6;3;2;;2;3;2;2;1;2;2;3;2;3;2;2;3;2;2;4;2;1;4;6;7;7;5;2;4;5;3;5;5;4;5;4;6;6;2;2;2;5;2;2;3;5;5;;;;;1;
1203;2;1;1;6;69;11;4;1;4;3;1;2;5;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;3;2;1;1;1;1;4;80;5;;;;;5;0;0;0;2;;2;2;2;2;2;2;2;2;4;3;3;4;4;3;;;;1;69;11;3;4;2;0;6;2;1;2;1;3;3;2;2;2;2;2;2;2;2;1;3;6;3;1;2;1;6;9;9;8;6;6;1;8;3;9;5;7;7;5;7;6;1;2;3;2;2;3;1;3;2;8;1;1;9;;2
1204;2;2;2;2;54;6;4;6;8;3;1;8;7;1;4;;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;2;0;;;;;;0;0;0;0;4;2;2;2;2;2;2;2;2;2;2;2;2;2;4;;;;;1;54;6;2;3;1;0;6;1;1;;1;1;2;1;1;2;2;2;2;2;1;1;1;1;1;2;2;2;8;8;9;7;9;8;4;7;8;8;5;8;7;8;6;7;2;3;2;2;2;2;2;2;2;0;3;20;0;4;20
1205;2;1;2;8;52;6;3;1;4;7;7;1;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;1;1;1;1;1;1;3;60;3;;;;;5;0;0;0;4;2;2;2;2;2;2;2;2;2;4;4;4;4;3;3;;;;1;52;6;5;2;0;0;6;3;2;3;2;2;3;3;3;2;2;2;2;3;3;3;3;1;2;3;1;1;5;9;9;9;9;8;5;4;5;9;9;9;9;9;9;7;2;2;3;2;2;3;2;2;2;8;1;;7;1;
1206;2;2;2;4;26;11;2;3;2;3;1;3;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;3;2;7;1;4;2;6;1;1;1;1;6;120;2;;;;;0;0;2;0;2;2;2;2;2;2;2;2;2;2;4;3;3;4;4;2;;;;1;26;11;5;4;2;0;5;3;2;3;3;3;3;3;2;2;3;3;2;3;3;3;3;2;4;5;1;1;5;7;7;7;5;5;1;2;7;5;6;5;5;6;7;7;2;2;3;2;3;3;2;2;5;;4;7;;4;7
1207;2;2;2;5;75;1;5;1;4;3;4;5;11;2;;2;2;;1;2;;2;2;2;2;2;2;2;2;2;2;2;0;1;5;6;1;5;5;6;2;5;180;1;2;;;;3;0;0;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;4;6;;;;1;75;1;2;4;2;0;5;1;3;1;3;3;3;3;3;3;3;1;3;3;3;3;1;1;1;5;1;1;0;1;1;7;0;0;10;1;;;;;;;;;1;4;4;4;4;4;4;4;4;;3;15;;4;15
1208;2;2;1;7;44;7;3;3;2;2;2;3;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;2;1;3;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;4;3;3;3;4;7;;;;1;44;7;6;2;0;2;5;3;2;2;2;3;2;2;2;2;2;2;2;3;3;1;3;1;1;3;1;1;2;7;8;8;2;2;2;5;4;8;2;2;6;6;7;6;2;3;3;2;1;3;1;2;2;10;2;2;10;1;1
1209;2;1;2;7;35;8;4;1;4;1;4;3;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;5;3;1;2;1;1;2;4;90;2;;;;;1;2;0;0;2;2;2;2;2;2;2;2;2;2;4;1;1;4;4;5;;;;1;35;8;3;1;0;0;6;3;3;3;3;3;3;3;3;3;3;3;;3;3;3;3;1;1;3;3;3;;;;;;;;;4;8;8;8;5;8;8;7;1;5;2;5;2;5;5;5;5;7;1;;4;1;
1210;2;3;2;6;59;5;3;1;5;7;1;2;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;2;1;1;1;1;1;2;300;2;4;;;;3;0;1;1;3;2;2;2;2;2;2;2;2;2;4;3;3;4;3;5;;;;1;59;5;6;2;0;0;5;3;3;3;1;3;3;3;1;1;3;3;3;1;1;1;2;1;1;2;1;2;5;5;9;8;7;7;0;8;6;8;7;9;5;9;10;8;3;2;4;2;2;4;2;2;3;8;1;;;2;
1211;2;1;2;7;83;12;3;1;3;2;4;8;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;4;1;1;1;1;1;1;1;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;3;;;;2;83;12;2;1;0;0;6;3;3;3;3;2;1;2;1;3;2;2;3;3;3;3;3;2;2;2;1;1;7;8;8;8;7;7;2;5;7;7;7;6;5;6;5;5;2;2;3;2;2;3;2;2;2;8;1;0;8;1;
1212;2;1;2;8;59;5;4;1;5;5;2;7;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;2;1;1;1;2;4;150;1;2;3;;;0;0;10;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;3;;;;1;59;5;3;1;0;0;5;1;1;1;1;1;1;1;2;2;1;1;2;3;2;2;3;1;1;1;1;1;8;8;8;8;10;6;0;10;8;7;9;8;7;8;6;5;2;2;4;1;3;1;1;2;3;8;1;;1;1;
1213;2;2;2;2;49;7;4;1;5;1;5;7;9;1;4;;2;;2;2;;2;2;2;2;1;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;2;0;;;;;;0;0;0;0;2;2;3;2;2;2;2;2;2;2;3;3;3;3;2;5;;;;1;49;7;5;3;2;0;4;1;1;1;3;3;2;2;1;1;1;3;2;3;2;2;2;1;1;3;1;1;3;6;6;6;5;0;5;7;6;5;6;5;0;5;7;7;1;4;4;4;4;4;4;4;4;9;1;4;0;2;12
1214;2;2;2;2;34;10;4;2;5;3;4;3;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;5;1;5;1;1;1;3;2;300;4;;;;;100;1;1;5;3;2;2;2;2;2;2;2;2;2;2;3;1;2;2;1;;;;1;34;10;3;2;0;0;4;3;3;3;3;1;3;3;3;3;3;3;2;3;3;3;3;3;3;5;3;2;4;5;7;10;0;0;6;0;2;3;0;4;0;0;0;0;2;3;4;5;2;4;3;5;4;7;1;;6;1;
1215;2;2;2;7;50;4;2;1;4;3;5;6;1;1;3;;3;;2;2;;2;2;2;2;1;2;2;2;2;1;2;6;1;2;2;4;6;1;2;1;2;60;4;;;;;6;6;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;3;3;;;;1;50;4;6;4;0;0;5;2;2;3;3;4;3;1;3;3;3;3;2;3;2;2;3;1;2;2;3;1;0;8;5;1;;0;1;2;1;6;0;0;10;0;1;4;2;4;3;3;4;4;3;3;3;7;2;;7;2;
1216;2;1;1;4;92;1;5;1;3;2;8;1;5;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;3;4;4;3;4;1;1;1;4;120;1;;;;;10;0;0;0;2;;2;2;2;2;2;2;2;2;3;2;4;2;2;3;;;;1;92;1;2;2;0;0;6;2;3;1;2;2;3;3;2;2;3;2;2;3;3;3;3;3;3;5;1;1;6;9;8;7;4;5;3;2;8;8;5;8;1;3;5;6;1;4;4;3;3;2;2;4;4;8;1;;9;2;
1217;2;1;2;5;93;1;5;1;5;4;1;8;2;1;3;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;7;6;4;1;1;1;1;2;2;90;2;;;;;0;4;4;0;3;2;2;2;2;2;2;2;2;2;3;2;3;3;4;5;;;;1;93;1;3;3;2;0;6;3;1;3;1;3;3;2;1;1;2;1;2;1;1;1;2;2;2;2;1;1;7;7;7;7;7;7;6;6;5;5;5;5;5;5;5;5;2;2;4;5;2;4;2;5;5;8;2;8;0;2;12
1218;2;2;2;5;66;10;1;1;5;3;10;6;1;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;8;1;1;2;1;5;1;2;2;2;60;4;;;;;6;0;0;5;2;2;2;2;2;2;2;2;1;1;4;2;2;4;4;1;;;;1;66;10;5;2;1;0;4;2;1;2;1;1;2;2;1;1;2;1;1;3;2;3;3;2;2;2;2;1;0;7;8;8;5;4;1;8;7;7;5;7;7;9;9;6;2;2;5;2;5;5;5;5;2;7;2;3;7;2;5
1219;2;1;1;4;13;12;4;1;3;3;2;4;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;4;4;3;1;2;2;3;60;1;4;;;;1;1;0;1;3;;2;2;2;2;2;2;2;2;2;2;4;3;1;1;;;;1;13;12;3;4;2;0;6;1;1;2;3;1;3;1;2;3;2;1;3;3;3;3;1;2;1;2;3;1;0;5;8;8;;4;0;;0;5;6;7;6;5;7;0;2;5;4;5;2;5;2;2;5;7;1;4;7;1;8
1220;2;1;2;9;67;6;4;1;5;5;1;6;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;6;60;1;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;3;3;4;4;3;5;;;;1;67;6;3;2;0;0;1;1;2;1;2;3;3;1;3;1;3;2;3;3;3;1;3;2;2;2;2;2;6;7;7;7;6;5;5;6;6;6;0;7;6;6;5;4;2;4;5;2;3;5;2;5;2;7;2;;0;4;
1221;2;1;2;8;75;1;5;1;3;3;6;7;2;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;1;2;2;3;3;2;3;6;3;1;3;3;1;240;5;;;;;2;2;1;0;3;2;2;2;2;2;2;2;2;2;2;2;2;2;4;3;;;;1;75;1;2;2;0;0;6;3;2;1;3;3;3;3;3;3;3;3;2;3;3;2;3;2;2;3;4;2;3;4;3;3;;0;;0;;;;;;;;;2;5;4;2;5;4;5;2;3;8;1;0;8;1;0
1222;2;1;1;1;6;12;1;1;5;1;3;1;4;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;6;1;1;1;1;3;1;2;3;2;480;4;5;;;;5;3;1;50;2;;2;2;2;2;2;2;2;2;4;3;3;4;3;1;8;;;1;6;12;4;2;0;0;2;2;1;2;1;2;1;2;1;1;1;2;3;2;2;1;1;1;1;5;2;1;0;10;7;9;5;2;3;;3;10;5;3;5;3;6;3;1;2;5;5;1;2;3;2;1;8;1;;8;2;
1223;2;3;2;9;78;1;2;7;7;3;4;2;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;2;2;120;1;;;;;0;0;1;0;3;2;2;2;2;2;2;2;2;2;1;1;3;4;4;;;;;1;78;1;4;2;0;0;3;3;3;;3;3;3;3;3;3;3;3;;2;2;1;2;2;2;3;1;1;4;5;4;4;4;4;2;4;4;5;4;5;4;5;5;4;2;5;5;5;5;2;5;5;5;;2;;;2;
1224;2;1;1;5;81;10;1;1;5;3;6;1;8;2;;2;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;1;6;6;1;620;4;;;;;12;0;0;18;1;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;81;10;4;2;0;0;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;8;7;8;5;8;5;0;;8;;8;8;8;8;8;6;1;3;3;3;3;2;2;2;2;12;;;12;;
1225;2;1;1;1;33;9;1;1;4;1;3;5;2;1;5;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;1;1;0;;;;;;0;0;7;0;1;;2;2;2;2;2;2;2;2;3;4;4;3;4;3;;;;1;33;9;5;3;1;0;4;3;2;2;2;3;3;3;1;1;3;3;2;3;2;2;3;3;3;2;1;1;7;8;10;8;7;5;0;8;6;7;7;6;4;6;6;3;2;2;4;5;2;3;1;2;4;3;1;0;3;1;0
1226;2;1;1;2;93;1;5;8;8;1;3;4;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;1;1;1;1;1;1;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;3;3;3;3;2;;;;;1;93;1;1;1;0;0;6;1;1;;3;3;2;2;3;1;1;2;2;3;3;2;1;1;1;4;1;1;5;9;8;9;7;5;2;7;5;8;6;6;3;5;6;4;1;2;3;5;2;3;2;5;2;7;1;;2;2;
1227;2;1;1;5;56;8;1;3;3;2;3;8;4;2;;2;3;;2;2;;2;2;2;1;1;2;2;2;2;2;2;7;2;2;2;2;2;1;2;2;2;180;1;2;5;;;5;3;0;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;4;2;;;;1;56;8;5;4;2;0;4;3;2;3;3;3;3;2;2;3;2;2;2;3;2;3;2;1;2;5;2;1;5;5;8;8;5;6;5;5;5;7;8;6;6;8;8;8;2;2;2;2;2;2;2;2;2;2;2;1;2;2;3
1228;2;1;2;9;54;6;3;1;5;1;3;2;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;1;1;1;1;1;2;3;90;2;3;;;;0;0;1;0;3;2;2;2;2;2;2;2;2;2;3;3;3;3;3;5;;;;1;54;6;4;1;0;0;3;3;1;3;2;3;1;2;1;1;2;1;2;3;3;2;2;1;3;4;2;1;2;6;9;7;7;5;4;6;3;5;8;6;7;7;7;4;1;2;3;2;1;3;2;2;4;8;1;;0;1;
1229;2;1;2;5;64;9;4;1;4;1;4;3;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;1;3;2;1;1;2;4;120;1;4;;;;0;0;1;1;3;2;2;2;2;2;2;2;2;2;4;3;4;4;4;3;;;;1;64;9;2;1;0;0;6;3;3;2;3;2;3;3;1;3;3;1;3;3;2;2;2;2;2;5;2;1;2;3;7;8;2;2;0;0;2;5;7;5;7;7;7;5;2;2;1;1;1;1;1;1;1;9;1;;8;1;
1230;2;1;1;2;69;11;4;1;5;7;3;1;6;2;;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;1;1;1;1;1;1;3;0;;;;;;1;0;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;4;3;;;;1;69;11;3;2;0;0;6;1;1;1;2;1;1;2;1;1;4;3;2;2;3;3;2;2;2;1;1;1;8;6;8;6;7;6;2;7;9;7;6;6;6;6;5;6;2;2;3;5;2;2;1;5;3;8;4;0;9;7;0
1231;2;3;2;10;94;1;5;7;7;3;1;8;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;2;4;1;1;1;1;4;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;;1;94;1;8;2;0;0;6;3;2;;3;3;3;3;1;2;2;2;3;3;2;2;3;2;2;5;1;1;4;7;8;8;5;5;0;6;4;8;8;6;6;7;5;5;2;2;2;2;2;2;2;2;2;;1;;;1;
1232;2;2;1;1;82;10;3;8;8;1;3;6;10;2;;2;3;;2;1;0.0;2;3;1;3;1;2;2;2;2;3;2;7;2;3;2;4;2;1;3;1;6;0;;;;;;0;0;0;0;1;;3;2;1;3;3;3;3;3;4;4;4;4;3;;;;;1;82;10;;5;0;0;4;3;2;;1;2;3;3;2;3;2;3;3;3;3;1;2;2;3;2;1;1;10;10;9;10;7;7;5;4;10;10;7;3;2;4;4;2;2;1;3;1;2;3;1;1;2;;;;;;
1233;2;1;1;7;18;2;2;1;3;3;3;1;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;2;4;3;3;1;1;1;1;5;0;;;;;;0;0;0;3;3;;2;2;2;2;2;2;2;2;3;4;4;4;3;3;;;;1;18;2;7;4;2;0;6;3;2;2;3;3;3;3;3;3;3;3;2;3;2;1;2;3;2;5;1;1;5;5;7;7;6;4;4;8;4;5;6;2;4;5;6;2;2;2;4;2;1;2;2;2;1;10;2;2;8;4;4
1234;2;2;2;2;34;10;2;2;5;1;1;8;7;2;;2;1;;2;2;;2;2;2;2;2;2;2;2;3;2;2;10;1;1;4;1;1;2;1;1;1;60;1;2;;;;0;0;0;0;2;1;2;2;2;2;2;2;2;2;4;3;4;4;4;6;;;;1;34;10;4;3;1;0;3;3;2;2;1;2;3;2;3;3;3;1;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;1;3;5;5;5;5;5;5;5;4;2;3;4;2;2
1235;2;1;2;7;54;6;4;4;5;5;4;2;1;3;;;3;;2;2;;2;2;3;1;3;3;3;1;2;1;1;10;1;3;1;1;1;1;2;2;1;60;1;;;;;5;0;0;0;3;2;3;3;3;2;3;3;2;2;3;1;1;3;1;6;;;;1;54;6;3;3;2;0;4;1;1;;1;1;1;3;3;3;1;1;2;1;2;3;1;1;1;3;3;3;1;0;0;1;0;0;0;5;0;0;0;0;0;0;0;1;1;3;3;2;5;4;3;3;3;;1;4;;1;3
1236;2;1;2;9;22;8;3;7;7;3;1;10;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;4;0;;;;;;0;0;0;0;1;2;2;2;2;2;2;2;2;2;3;3;3;2;3;;;;;1;22;8;5;2;0;0;5;3;1;;1;3;1;1;3;3;1;3;2;3;1;1;3;1;1;1;2;4;0;8;10;9;;7;7;8;7;10;8;8;8;8;8;7;1;1;1;1;1;1;1;1;1;;3;;;3;
1237;2;1;1;6;74;11;1;1;3;3;1;3;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;2;2;1;1;1;1;2;0;;;;;;0;1;0;0;2;;2;2;2;2;2;2;2;2;1;1;1;4;4;4;;;;1;74;11;6;4;2;0;6;4;1;1;2;1;2;2;1;1;2;1;2;3;2;3;3;2;3;4;1;1;8;8;8;9;6;6;0;;8;8;8;8;6;8;7;7;2;1;1;1;1;1;1;1;4;9;1;2;0;1;6
1238;2;1;2;7;63;11;4;6;8;3;3;8;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;5;1;1;1;5;2;1;60;2;;;;;2;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;63;11;4;2;0;0;6;3;1;;1;1;1;1;1;1;1;1;2;3;3;3;3;3;3;2;2;2;0;9;10;9;5;0;0;9;0;9;5;0;5;0;6;0;2;2;2;2;2;2;2;2;2;0;2;;;2;
1239;2;1;2;5;68;6;4;1;4;2;9;2;3;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;5;1;1;1;1;1;2;4;120;1;2;;;;0;0;0;3;3;3;2;2;2;2;2;2;2;2;4;4;4;4;4;8;;;;1;68;6;4;2;0;0;6;3;2;3;3;3;2;3;3;3;2;3;3;3;3;3;3;2;3;2;2;2;2;5;8;9;2;2;4;5;5;5;5;5;5;5;9;5;2;3;3;2;3;5;2;5;5;8;2;;8;1;
1240;2;1;1;4;83;12;1;1;3;2;5;6;4;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;1;2;2;2;1;1;1;1;1;1;1;1;3;30;1;2;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;2;5;;;;1;83;12;6;2;0;0;4;3;3;3;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;2;1;2;0;5;8;7;0;5;0;0;0;3;2;0;2;0;2;0;1;2;2;2;2;2;2;2;2;10;1;;10;1;
1241;2;2;1;6;73;11;1;1;4;3;8;3;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;3;1;1;5;1;1;2;5;0;;;;;;0;2;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;3;4;2;3;;;1;73;11;5;4;2;0;4;3;2;3;2;3;3;3;1;3;3;3;3;3;2;2;3;2;2;5;1;1;5;0;10;9;6;6;3;10;1;5;1;6;1;5;3;1;2;2;3;2;3;3;2;2;2;7;1;1;7;1;4
1242;2;1;2;4;78;1;2;2;4;7;7;2;8;1;5;;1;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;0;1;1;1;1;1;1;1;2;2;480;1;2;4;;;3;3;3;8;2;2;2;2;2;2;2;2;2;2;3;4;4;4;3;8;;;;1;78;1;3;3;1;0;6;1;1;1;1;1;1;1;1;1;1;1;2;3;3;3;3;3;1;1;1;1;3;4;10;;5;3;3;9;3;4;5;4;5;5;5;5;1;1;1;1;1;1;1;1;1;8;2;3;8;2;3
1243;2;1;1;7;92;1;5;1;4;2;9;10;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;1;1;60;1;;;;;10;0;0;0;4;;2;2;2;2;2;1;2;2;2;2;2;2;2;4;;;;1;92;1;3;4;0;0;4;1;1;1;1;2;1;2;1;1;1;1;3;1;2;1;1;1;1;3;1;1;0;2;10;10;2;2;5;8;0;2;;0;2;2;;2;1;5;5;5;3;5;2;5;4;8;4;4;0;8;4
1244;2;2;2;1;75;1;5;8;8;1;4;6;11;2;;2;3;;2;2;;2;2;1;2;2;2;2;2;2;1;3;5;3;6;5;1;5;1;1;1;6;0;;;;;;0;0;0;0;3;2;2;2;2;2;2;2;2;2;4;4;3;4;4;;;;;1;75;1;3;3;0;0;2;3;3;;3;2;2;3;3;3;3;1;3;3;3;3;2;3;2;4;4;1;3;3;6;7;3;3;8;2;6;3;3;4;4;5;6;7;1;3;3;2;1;3;2;1;1;1;0;;0;;
1245;2;3;2;9;28;2;3;7;7;5;1;10;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;2;1;1;1;4;120;1;;;;;10;1;1;0;5;2;2;2;2;2;2;2;2;2;3;3;1;4;3;;;;;1;28;2;4;1;0;0;3;3;2;;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;2;2;7;7;8;8;4;8;0;6;7;6;4;5;5;5;8;5;2;2;5;5;5;5;5;5;5;;1;;;2;
1246;2;1;2;5;69;11;4;1;4;1;6;3;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;2;1;1;2;1;0;;;;;;0;0;1;4;3;2;2;2;2;2;2;2;2;2;4;3;4;4;4;1;;;;1;69;11;3;1;0;0;6;2;3;3;3;3;3;2;3;3;3;3;3;3;1;2;3;2;3;2;1;2;4;7;10;7;6;4;2;6;5;6;8;7;7;6;7;3;2;2;2;2;4;3;4;2;4;12;0;;12;0;
1247;2;1;1;4;96;12;2;4;2;2;4;3;10;2;;4;3;;2;2;;2;2;2;1;1;2;1;1;2;2;2;9;2;6;2;1;1;4;1;2;6;60;1;;;;;10;2;0;0;3;;3;3;3;3;1;3;3;3;1;3;3;3;1;1;2;;;1;96;12;2;2;0;0;3;1;3;;3;2;3;1;1;2;2;2;2;3;3;3;2;1;2;5;2;1;1;0;7;5;4;1;8;6;0;0;5;1;5;0;3;5;1;4;2;3;1;2;3;2;4;10;1;0;0;2;0
1248;2;1;2;7;49;7;3;1;5;3;2;4;3;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;8;1;1;1;1;1;1;2;2;1;180;1;2;;;;7;3;1;2;4;2;2;2;2;2;2;2;3;3;1;1;2;3;1;4;;;;1;49;7;4;3;1;0;2;2;1;3;1;3;1;1;1;1;1;4;3;5;3;1;4;1;1;2;2;1;0;7;10;10;7;3;2;8;3;7;6;6;7;1;7;5;3;2;3;2;1;4;2;3;4;8;4;9;0;3;8
