SERIAL;JOURV3;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D15;D16Q_0;D16Q_1;D16Q_2;D16Q_3;D17;D18_0;D18_1;D18_2;D19_0;D19_1;D20;D21_0;D21_1;D21_2;D21_3;D22_0;D22_1;D22_2;D22_3;D22_4;D23_0;D23_1;D23_2;D23_3;D24;D25Q_0;D25Q_1;D25Q_2;D26;D27;D28_0;D28_1;D28_2;D28_3;D29_0;D29_1;D29_2;D29_3;D29_4;D29_5;D29_6;D29_7;D29_8
748;2;2;1;7;2;5;3;1;6;1;11;11;11;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;1;0;;;;;;5;2;;2;2;2;2;2;2;2;2;4;3;4;3;1;;;;1;2;5;4;1;0;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;4;4;5;4;4;4;4;4
749;2;2;2;4;45;2;1;1;3;2;8;7;1;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;6;3;1;4;1;2;1;1;2;6;60;2;;;;;0;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;3;;;1;45;2;4;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;5;2;2;5;5;2;5;5
750;2;2;1;5;31;10;4;1;4;3;2;11;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;2;2;2;6;2;2;4;60;1;;;;;3;3;;2;2;2;2;2;2;2;2;4;4;4;3;6;;;;1;31;10;5;4;2;0;5;1;1;1;0;0;2;2;2;3;1;1;1;3;1;2;2;1;1;3;3;2;2;;;;4;1;0;0;1;3;3;2;;;2;3;2;5;5;2;2;3;2
751;2;1;1;7;54;6;4;4;5;1;1;8;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;6;0;;;;;;0;4;;1;2;2;2;2;1;2;2;3;2;2;3;7;;;;1;54;6;2;1;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;5;5;5;5;5;2;5;5;5
752;2;1;1;7;28;2;3;1;6;2;1;9;5;2;;3;;2;2;;2;2;2;2;1;1;2;1;1;2;2;9;1;1;2;1;1;1;1;1;4;0;;;;;;0;3;;1;2;2;2;1;1;2;2;3;3;4;2;4;;;;1;28;2;5;4;1;0;4;1;0;0;0;1;4;3;3;3;5;5;5;3;2;1;1;2;2;3;2;2;2;;;;4;1;1;1;1;3;;;;2;2;2;5;3;5;5;5;5;5
753;2;1;2;2;33;9;4;4;5;1;3;4;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;4;2;5;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;7;;;;1;33;9;4;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;2;2;2;5;5;5;2;5
754;2;1;1;7;61;4;3;1;3;2;2;3;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;1;1;1;2;2;120;1;2;;;;0;3;;2;2;2;2;2;2;2;2;4;3;3;4;1;;;;1;61;4;2;3;1;2;6;1;0;0;1;0;3;1;2;2;2;1;1;2;1;1;2;1;2;2;3;2;2;3;;;1;2;2;3;1;2;;;2;;2;2;2;2;2;1;3;2;1
755;2;1;2;7;83;12;4;1;4;3;1;6;5;2;;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;2;2;1;2;2;2;2;2;750;4;;;;;5;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;83;12;5;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;2;2;5;5;3;2;3;2
756;2;2;2;3;44;7;4;2;5;7;1;4;5;2;;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;9;1;2;3;2;1;1;1;2;4;0;;;;;;4;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;44;7;6;5;2;0;3;1;2;0;0;0;1;1;1;1;1;1;1;2;3;3;1;2;3;2;3;3;2;;;;1;0;2;2;2;4;4;;;;3;2;3;4;5;3;2;4;2
757;2;2;2;1;62;5;4;6;8;2;1;9;7;2;;3;;2;2;;2;2;2;2;2;1;2;1;2;2;2;9;1;1;1;1;1;1;1;1;3;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;3;1;3;3;;;;;1;62;5;4;3;1;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;2;4;5;5;3;5;5;5
758;2;1;1;7;28;2;3;4;4;2;8;1;3;2;;3;;2;2;;1;2;1;1;2;2;2;2;2;2;2;10;3;2;4;4;1;1;1;1;1;0;;;;;;1;3;;2;2;2;2;2;2;2;2;2;3;4;2;5;;;;1;28;2;3;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;2;5;5;5;5;2;4;1
759;2;1;2;5;44;7;1;4;5;2;1;9;5;2;;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;6;1;2;1;1;1;1;1;2;4;120;1;;;;;1;4;2;2;2;1;2;2;2;2;2;3;4;3;3;5;;;;1;44;7;3;2;1;0;4;1;0;0;0;1;4;3;4;4;3;4;6;;;;;5;5;4;5;1;1;2;;;5;1;0;1;1;5;;;;5;5;2;5;5;5;2;5;5;2
760;2;1;1;1;69;11;4;8;8;1;3;1;4;1;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;6;4;1;5;1;1;2;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;3;4;4;3;;;;;1;69;11;2;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;5;2;2;2;2;5;2;5
761;2;3;2;10;77;1;5;7;7;3;1;2;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;2;0;;;;;;2;5;2;1;2;2;2;2;2;2;2;2;3;1;3;;;;;1;77;1;;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;5;5;5;5;2;2;5;5
762;2;2;2;1;4;12;2;4;5;1;5;8;3;2;;3;;2;2;;2;2;1;1;1;2;2;1;1;2;2;10;2;1;1;1;1;1;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;5;;;;1;4;12;4;3;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;1;1;2;5;2;2;5;5
763;2;1;1;3;56;8;3;2;5;3;2;5;7;2;;3;;2;1;0.0;2;2;2;2;2;2;2;2;2;2;2;9;1;6;3;5;1;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;56;8;4;3;1;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;4;4;4;5;4;4;2;4;4
764;2;1;2;2;33;9;1;4;5;1;2;4;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;3;5;1;4;1;1;1;1;6;120;1;;;;;4;1;2;2;2;2;2;2;2;2;2;4;4;4;3;5;;;;1;33;9;4;1;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;2;2;5;5;5;5;5;5
765;2;2;2;1;96;12;2;8;8;1;1;8;4;2;;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;8;1;2;1;1;1;1;1;1;5;40;1;;;;;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;96;12;5;2;1;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;5;1;5;5;5;2;5;5
766;2;1;2;4;58;3;3;1;4;1;1;9;5;3;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;1;0;;;;;;0;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;;;;1;58;3;2;2;1;0;6;1;1;0;0;0;1;5;5;5;1;1;1;2;3;2;2;1;1;1;2;2;2;;;;1;1;0;1;1;4;4;;;;1;1;5;5;5;5;5;5;5
767;2;1;2;7;44;7;4;1;3;3;1;10;9;1;5;2;;2;2;;2;2;2;2;2;2;2;2;2;2;1;10;1;6;1;1;5;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;1;2;2;1;1;1;1;5;;;;1;44;7;3;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;1;2;3;5;2;4;5;1
768;2;1;1;6;38;11;2;1;5;3;9;1;8;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;3;25;1;2;;;;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;3;5;;;1;38;11;9;4;2;0;4;1;0;0;1;1;3;4;4;4;1;1;1;3;2;2;2;2;1;2;2;2;2;;;;6;1;0;1;1;4;;;4;4;2;5;2;5;5;5;5;5;2
769;2;2;1;2;30;10;4;1;4;3;1;3;7;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;1;2;4;1;1;1;2;6;60;2;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;30;10;4;3;1;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;5;5;5;5;5;5;5;5;5
770;2;1;2;7;69;11;4;3;2;3;9;7;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;2;1;1;1;2;4;0;;;;;;1;2;2;2;2;2;2;2;2;2;2;3;4;4;4;2;;;;1;69;11;6;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;5;1;5;5;1;5;5;5
771;2;1;1;4;31;10;4;1;3;1;1;2;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;2;2;2;2;3;2;2;75;1;;;;;4;2;;2;2;2;2;2;2;2;2;4;3;4;2;3;;;;1;31;10;3;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;2;2;5;5;5;2;3;5
772;2;1;1;7;51;6;4;1;4;3;1;3;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;6;3;6;6;6;6;1;4;80;1;;;;;0;3;;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;1;51;6;3;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;2;5;5;5;5;5;5;5
773;2;2;2;1;35;8;2;8;8;2;3;7;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;4;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;1;1;3;1;;;;;1;35;8;2;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;5;5;5;5;5;5;5;2
774;2;2;1;2;77;1;5;1;3;3;8;4;3;2;;3;;2;2;;2;3;3;3;3;3;3;3;3;3;3;5;1;1;1;1;1;2;1;1;1;0;;;;;;0;3;;3;3;3;3;3;3;3;3;4;4;4;4;1;2;8;;1;77;1;;2;1;0;6;1;0;0;1;0;3;5;5;5;5;5;6;;;;;5;5;5;5;5;1;;;;6;3;1;5;1;4;;;4;;3;4;3;3;3;3;3;4;3
775;2;1;1;1;93;1;5;8;8;1;1;4;2;1;4;2;;2;2;;1;2;2;2;2;2;2;2;2;2;2;8;4;5;1;5;6;6;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;1;1;4;3;;;;;1;93;1;4;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;5;5;2;5;5;5;5;5;5
776;2;1;2;5;17;9;4;1;5;2;8;10;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;4;2;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;;;;1;17;9;4;2;1;0;5;1;0;0;0;1;4;5;5;2;4;4;1;2;2;3;3;5;4;3;2;2;2;;;;1;1;3;3;1;4;;;;3;3;5;5;5;5;3;5;4;5
777;2;1;2;9;57;6;4;7;7;3;1;4;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;3;60;1;2;;;;10;2;2;2;2;2;2;2;3;3;3;3;3;4;4;;;;;1;57;6;4;2;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;1;1;5;5;5;4;2;5;1
778;2;1;2;3;37;2;4;6;8;2;1;2;7;2;;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;6;75;1;;;;;0;1;2;2;2;2;2;2;2;2;2;1;1;1;3;;;;;1;37;2;5;5;3;0;1;1;1;0;2;0;1;1;5;2;2;1;1;3;3;2;3;2;2;3;3;2;2;;;;5;2;1;3;1;3;3;;3;;5;2;5;5;5;3;5;4;5
779;2;1;1;1;13;12;4;8;8;1;1;10;9;2;;3;;2;2;;2;1;2;2;2;2;2;2;1;1;2;8;1;3;2;2;2;1;1;2;6;75;1;2;;;;0;4;;1;2;2;2;2;2;2;2;3;2;3;2;;;;;1;13;12;2;2;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;1;4;4;3;5;3;2;4;2
780;2;2;1;7;77;1;1;1;3;1;8;4;11;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;2;1;2;1;1;2;2;540;1;4;;;;6;5;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;77;1;3;1;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;2;5;5;5;5;1;2;5
781;2;1;2;1;29;8;4;2;5;1;1;3;8;2;;3;;2;2;;1;2;1;2;2;2;2;2;2;1;2;8;1;3;1;1;2;1;1;2;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;1;4;4;8;;;;2;22;8;9;5;1;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;3;5;5;3;5;3;2;4;5
782;2;2;2;2;31;10;1;4;5;7;1;4;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;6;1;1;1;1;1;2;1;120;1;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;7;;;;1;31;10;4;3;1;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;2;5;5;5;4;2;5;5
783;2;2;2;8;59;5;4;5;8;3;11;11;11;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;2;1;1;3;0;;;;;;0;4;2;2;2;1;2;2;2;2;2;3;3;3;2;;;;;1;59;5;6;2;0;0;5;1;0;0;0;0;5;1;1;2;1;1;1;3;3;2;2;1;2;1;2;4;1;;;;1;1;0;2;1;4;;;;;4;2;4;4;4;4;2;4;2
784;2;1;2;9;69;11;1;7;7;3;3;4;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;5;2;2;1;1;1;2;4;80;1;;;;;0;5;2;1;2;2;2;2;2;2;2;4;4;4;4;;;;;1;69;11;5;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;4;5;5;5;4;5;5;5
785;2;1;1;7;68;6;4;1;3;3;1;6;3;3;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;6;1;1;4;0;;;;;;0;3;;3;3;3;3;3;3;3;3;4;4;4;4;3;;;;1;68;6;5;4;1;0;5;1;0;1;0;0;2;3;3;3;3;1;2;3;2;3;3;2;3;4;4;3;1;;;;3;1;0;0;1;3;;2;;;5;4;5;5;5;3;5;5;5
786;2;2;1;3;28;2;3;1;5;4;7;6;8;1;2;2;;2;2;;3;2;2;2;1;2;2;1;2;2;2;9;1;2;1;1;2;1;6;6;2;510;1;4;;;;50;2;;2;2;2;2;3;2;2;2;3;2;2;2;1;;;;1;28;2;4;3;2;0;4;1;1;1;0;0;1;3;3;3;1;1;2;3;1;2;2;1;4;2;1;3;1;2;3;;5;1;1;2;1;4;4;4;;;1;1;1;5;5;1;1;2;1
787;2;2;1;4;57;6;3;1;5;1;2;1;5;2;;2;;2;2;;2;2;1;2;2;1;2;2;2;2;2;7;2;3;2;4;3;1;1;1;4;480;1;2;4;;;5;2;;2;2;3;2;2;2;2;2;2;2;4;4;8;;;;1;57;6;5;1;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;1;4;4;2;4;1;1;4;4
788;2;1;1;8;91;1;5;7;7;3;1;8;10;2;;3;;2;2;;2;2;2;2;2;1;2;3;2;2;1;9;1;2;1;1;1;1;1;1;6;30;3;;;;;3;3;;2;2;1;2;2;2;2;1;4;2;4;4;;;;;1;91;1;3;3;3;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;3;3;1;5;4;1;4;3
789;2;2;1;1;72;7;4;8;8;1;3;1;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;2;2;6;1;1;1;6;0;;;;;;0;1;;2;2;2;2;2;2;2;2;3;3;4;4;;;;;1;72;7;7;5;1;0;4;1;0;0;0;0;5;5;5;5;5;5;1;3;3;3;1;5;5;5;5;5;2;;;;1;4;0;4;1;4;;;;;5;5;5;5;5;5;5;5;5
790;2;1;2;9;73;11;3;4;4;6;4;7;8;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;3;1;1;1;1;1;2;5;135;1;2;;;;1;4;2;1;2;2;2;2;2;2;2;3;3;4;3;2;;;;1;73;11;5;1;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;5;1;2;5;5;2;5;5;2
791;2;1;2;4;31;10;4;2;5;7;1;3;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;6;1;1;1;6;1;1;6;45;2;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;5;;;;1;31;10;5;3;1;0;4;1;1;0;0;0;1;5;5;5;4;2;2;3;3;2;3;2;2;3;3;5;1;2;3;;5;3;2;2;1;1;1;;;;5;2;2;5;5;5;5;5;5
792;2;3;2;7;59;5;4;1;4;5;1;8;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;6;1;1;2;1;6;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;;;;1;59;5;6;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;5;2;5;5;4;4;5;5
793;2;1;2;4;59;5;1;1;6;2;3;7;8;2;;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;6;2;6;4;4;6;6;6;1;6;150;1;3;;;;3;2;2;2;2;2;2;2;2;2;2;3;3;3;4;5;;;;1;59;5;5;4;2;2;4;1;0;1;1;0;3;2;3;2;2;4;1;1;1;2;3;4;2;3;1;5;1;;;;3;1;0;2;2;4;;4;4;;1;1;2;5;5;3;2;5;5
794;2;2;1;10;4;12;2;7;7;3;6;7;8;2;;3;;2;2;;2;2;2;2;2;2;2;3;3;2;2;7;1;1;1;7;1;1;1;1;3;60;2;;;;;1;3;;2;2;2;2;2;1;2;2;4;4;4;4;;;;;1;4;12;7;2;0;2;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;4;4;5;4;4;4;4;4
795;2;1;2;6;31;10;4;1;3;1;1;5;2;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;1;2;9;1;3;1;1;2;1;1;2;6;55;2;;;;;0;3;2;2;2;2;2;2;1;2;2;1;1;2;1;3;;;;1;31;10;2;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;5;5;5;5;5;5;5;5
796;2;2;2;6;13;12;4;6;8;3;8;4;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;4;1;1;2;1;1;2;5;140;2;;;;;1;2;2;2;2;2;2;2;2;2;2;3;4;4;4;;;;;1;13;12;5;3;1;0;6;1;1;0;0;0;1;5;5;5;5;1;1;3;3;3;1;2;2;3;3;4;2;;;;5;1;1;2;1;1;2;;;;2;2;3;5;5;4;5;4;5
797;3;1;1;8;68;6;4;5;8;1;8;1;10;2;;3;;2;2;;2;2;1;2;2;2;2;1;3;1;2;7;1;2;1;1;1;1;1;1;4;0;;;;;;0;2;;2;1;1;2;2;2;2;2;4;4;4;4;;;;;1;68;6;4;1;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;2;2;6;6;4;2;4;6
798;2;1;1;5;8;6;1;1;3;3;2;10;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;1;3;2;3;1;2;3;3;0;;;;;;0;3;;2;2;1;3;2;2;2;2;4;4;4;4;5;;;;1;8;6;5;4;2;0;6;1;0;1;1;0;2;2;3;3;3;3;2;2;3;3;3;3;2;2;2;3;2;;;;1;1;1;1;1;2;;2;2;;1;1;2;2;3;2;2;2;3
799;2;1;2;4;85;7;1;1;5;7;1;2;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;2;1;1;1;1;2;6;0;;;;;;0;3;1;2;2;2;2;2;2;2;2;4;4;3;4;4;;;;1;85;7;3;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;2;5;5;5;2;2;5;5
800;2;2;2;4;29;8;1;2;6;1;4;5;3;2;;3;;2;2;;2;2;2;2;1;2;2;2;1;2;2;8;1;6;2;3;2;1;2;4;4;480;4;;;;;8;4;2;2;2;2;2;2;2;2;2;2;1;2;2;1;;;;1;29;8;2;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;5;1;2;1;5;2;5;5
801;2;1;1;3;64;9;4;1;3;2;3;1;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;1;1;2;1;1;2;6;0;;;;;;0;3;;3;2;2;2;2;2;2;2;4;4;4;4;3;5;;;1;64;9;3;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;2;2;5;5;2;2;5;5
802;2;1;2;5;56;8;4;3;2;3;1;6;3;2;;3;;2;2;;1;2;2;2;1;2;2;2;1;2;1;9;1;1;2;1;1;1;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;4;4;2;3;;;;1;56;8;6;4;2;0;5;1;0;0;2;0;3;3;3;3;3;2;1;2;3;2;2;2;2;3;1;2;1;2;;;3;2;2;4;1;3;;;1;;2;5;2;5;2;2;2;5;5
803;2;2;1;6;31;10;4;4;4;1;1;5;4;2;;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;1;90;1;3;;;;1;2;;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;1;31;10;2;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;1;5;5;5;2;5;5;5
804;2;1;2;4;40;9;2;1;5;2;10;2;1;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;2;1;2;1;1;1;4;0;;;;;;1;2;2;2;2;2;2;2;2;2;2;3;3;3;1;3;;;;1;40;9;4;1;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;1;2;5;5;2;2;5;5
805;2;2;2;3;84;12;2;4;5;3;1;8;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;6;30;1;;;;;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;4;;;;1;84;12;3;5;3;0;2;1;1;1;1;0;1;1;1;1;2;1;1;1;1;1;3;1;1;2;2;3;2;;;;5;1;3;1;1;3;5;5;5;;5;5;4;5;5;5;4;5;5
806;2;2;2;1;13;12;4;2;5;2;7;8;1;2;;3;;2;2;;2;3;2;2;1;2;2;3;2;2;2;9;1;2;2;1;1;1;1;2;3;120;1;;;;;10;2;2;2;2;2;2;2;2;2;2;3;3;2;2;5;;;;1;13;12;4;4;1;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;5;4;5;5;3;2;5;2
807;2;1;1;4;49;7;2;1;6;2;1;9;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;2;1;1;6;3;540;4;;;;;7;2;;2;3;2;2;3;2;2;2;4;4;4;4;1;;;;1;49;7;6;2;2;0;4;1;0;1;1;0;3;5;3;5;5;5;1;3;2;2;2;5;4;3;2;2;1;2;;;3;2;1;3;1;3;;5;5;;5;5;2;5;5;2;5;5;5
808;2;1;2;3;34;10;4;5;8;1;8;2;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;8;2;2;2;1;2;1;2;2;3;0;;;;;;0;5;2;2;2;2;2;2;3;2;2;1;1;1;1;;;;;1;34;10;3;3;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;4;5;4;4;4;4;4;4;4
809;2;2;2;4;69;11;4;1;4;3;1;7;5;2;;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;1;1;1;2;3;;;;1;69;11;4;4;2;0;6;1;0;2;0;0;2;5;5;5;1;1;1;2;3;1;1;2;2;5;3;4;1;2;;;5;1;1;2;1;4;;3;;;2;2;4;5;5;2;5;5;5
810;2;1;2;5;27;4;2;1;5;2;7;2;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;3;1;1;2;1;1;2;6;480;4;;;;;40;2;2;2;2;1;2;2;2;2;2;4;4;2;4;1;;;;1;27;4;5;4;2;0;6;1;0;1;0;0;2;2;2;2;1;1;1;3;3;3;1;2;4;2;2;4;1;2;;;5;1;0;1;1;5;;1;;;5;5;5;5;5;5;5;5;5
811;2;2;1;1;78;1;5;1;2;2;2;3;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;1;1;3;4;600;4;;;;;5;4;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;78;1;3;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;2;5;5;5;2;5;5;5
812;2;1;2;10;83;12;3;7;7;5;1;2;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;2;1;2;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;4;4;4;;;;;1;83;12;3;1;0;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;5;5;5;4;5;5;5;5
